LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
Spain,HOUSECOST,NOMINAL,IDX2015,A,1993,42.26007336,NA
Spain,HOUSECOST,NOMINAL,IDX2015,A,1994,42.89306519,NA
Spain,HOUSECOST,NOMINAL,IDX2015,A,1995,44.39336075,NA
Spain,HOUSECOST,NOMINAL,IDX2015,A,1996,45.5229539,NA
Spain,HOUSECOST,NOMINAL,IDX2015,A,1997,47.4638957,NA
Spain,HOUSECOST,NOMINAL,IDX2015,A,1998,49.77204271,NA
Spain,HOUSECOST,NOMINAL,IDX2015,A,1999,53.24475479,NA
Spain,HOUSECOST,NOMINAL,IDX2015,A,2000,57.23854855,NA
Spain,HOUSECOST,NOMINAL,IDX2015,A,2001,62.67668279,NA
Spain,HOUSECOST,NOMINAL,IDX2015,A,2002,73.30814778,NA
Spain,HOUSECOST,NOMINAL,IDX2015,A,2003,87.9508925,NA
Spain,HOUSECOST,NOMINAL,IDX2015,A,2004,104.0764468,NA
Spain,HOUSECOST,NOMINAL,IDX2015,A,2005,119.2717479,NA
Spain,HOUSECOST,NOMINAL,IDX2015,A,2006,135.5004112,NA
Spain,HOUSECOST,NOMINAL,IDX2015,A,2007,148.791128,NA
Spain,HOUSECOST,NOMINAL,IDX2015,A,2008,146.6661333,NA
Spain,HOUSECOST,NOMINAL,IDX2015,A,2009,136.9751576,NA
Spain,HOUSECOST,NOMINAL,IDX2015,A,2010,134.5551636,NA
Spain,HOUSECOST,NOMINAL,IDX2015,A,2011,124.2701893,NA
Spain,HOUSECOST,NOMINAL,IDX2015,A,2012,105.9052352,NA
Spain,HOUSECOST,NOMINAL,IDX2015,A,2013,96.2392594,NA
Spain,HOUSECOST,NOMINAL,IDX2015,A,2014,96.53925865,NA
Spain,HOUSECOST,NOMINAL,IDX2015,A,2015,100,NA
Spain,HOUSECOST,NOMINAL,IDX2015,A,2016,104.6227384,NA
Spain,HOUSECOST,NOMINAL,IDX2015,A,2017,111.1052222,NA
Spain,HOUSECOST,NOMINAL,IDX2015,A,2018,118.5802035,NA
Spain,HOUSECOST,NOMINAL,IDX2015,A,2019,124.7151882,NA
Spain,HOUSECOST,NOMINAL,IDX2015,A,2020,127.5051812,NA
Spain,HOUSECOST,PRICEINCOME,IDX2015,A,1971,67.43769944,NA
Spain,HOUSECOST,PRICEINCOME,IDX2015,A,1972,61.43909855,NA
Spain,HOUSECOST,PRICEINCOME,IDX2015,A,1973,62.21759111,NA
Spain,HOUSECOST,PRICEINCOME,IDX2015,A,1974,69.73178971,NA
Spain,HOUSECOST,PRICEINCOME,IDX2015,A,1975,64.90745182,NA
Spain,HOUSECOST,PRICEINCOME,IDX2015,A,1976,63.63331359,NA
Spain,HOUSECOST,PRICEINCOME,IDX2015,A,1977,70.66682951,NA
Spain,HOUSECOST,PRICEINCOME,IDX2015,A,1978,77.67421798,NA
Spain,HOUSECOST,PRICEINCOME,IDX2015,A,1979,71.23049282,NA
Spain,HOUSECOST,PRICEINCOME,IDX2015,A,1980,66.23408281,NA
Spain,HOUSECOST,PRICEINCOME,IDX2015,A,1981,61.68690758,NA
Spain,HOUSECOST,PRICEINCOME,IDX2015,A,1982,55.47511745,NA
Spain,HOUSECOST,PRICEINCOME,IDX2015,A,1983,59.2789744,NA
Spain,HOUSECOST,PRICEINCOME,IDX2015,A,1984,58.92266487,NA
Spain,HOUSECOST,PRICEINCOME,IDX2015,A,1985,58.98242194,NA
Spain,HOUSECOST,PRICEINCOME,IDX2015,A,1986,59.6524258,NA
Spain,HOUSECOST,PRICEINCOME,IDX2015,A,1987,76.37654813,NA
Spain,HOUSECOST,PRICEINCOME,IDX2015,A,1988,88.0687059,NA
Spain,HOUSECOST,PRICEINCOME,IDX2015,A,1989,96.87490195,NA
Spain,HOUSECOST,PRICEINCOME,IDX2015,A,1990,98.84698996,NA
Spain,HOUSECOST,PRICEINCOME,IDX2015,A,1991,101.7748832,NA
Spain,HOUSECOST,PRICEINCOME,IDX2015,A,1992,94.38090874,NA
Spain,HOUSECOST,PRICEINCOME,IDX2015,A,1993,89.09882619,NA
Spain,HOUSECOST,PRICEINCOME,IDX2015,A,1994,88.33279763,NA
Spain,HOUSECOST,PRICEINCOME,IDX2015,A,1995,84.49279469,NA
Spain,HOUSECOST,PRICEINCOME,IDX2015,A,1996,81.78796289,NA
Spain,HOUSECOST,PRICEINCOME,IDX2015,A,1997,80.17552042,NA
Spain,HOUSECOST,PRICEINCOME,IDX2015,A,1998,79.3457183,NA
Spain,HOUSECOST,PRICEINCOME,IDX2015,A,1999,80.46098776,NA
Spain,HOUSECOST,PRICEINCOME,IDX2015,A,2000,79.64194665,NA
Spain,HOUSECOST,PRICEINCOME,IDX2015,A,2001,81.42129614,NA
Spain,HOUSECOST,PRICEINCOME,IDX2015,A,2002,91.57435277,NA
Spain,HOUSECOST,PRICEINCOME,IDX2015,A,2003,104.4770621,NA
Spain,HOUSECOST,PRICEINCOME,IDX2015,A,2004,119.0664859,NA
Spain,HOUSECOST,PRICEINCOME,IDX2015,A,2005,130.258831,NA
Spain,HOUSECOST,PRICEINCOME,IDX2015,A,2006,142.3486783,NA
Spain,HOUSECOST,PRICEINCOME,IDX2015,A,2007,151.6360954,NA
Spain,HOUSECOST,PRICEINCOME,IDX2015,A,2008,144.1662969,NA
Spain,HOUSECOST,PRICEINCOME,IDX2015,A,2009,136.6069193,NA
Spain,HOUSECOST,PRICEINCOME,IDX2015,A,2010,134.1839984,NA
Spain,HOUSECOST,PRICEINCOME,IDX2015,A,2011,123.3252721,NA
Spain,HOUSECOST,PRICEINCOME,IDX2015,A,2012,110.8569626,NA
Spain,HOUSECOST,PRICEINCOME,IDX2015,A,2013,100.4129219,NA
Spain,HOUSECOST,PRICEINCOME,IDX2015,A,2014,100.463422,NA
Spain,HOUSECOST,PRICEINCOME,IDX2015,A,2015,100,NA
Spain,HOUSECOST,PRICEINCOME,IDX2015,A,2016,102.0038163,NA
Spain,HOUSECOST,PRICEINCOME,IDX2015,A,2017,105.1751647,NA
Spain,HOUSECOST,PRICEINCOME,IDX2015,A,2018,109.4359849,NA
Spain,HOUSECOST,PRICEINCOME,IDX2015,A,2019,113.2127636,NA
Spain,HOUSECOST,PRICEINCOME,IDX2015,A,2020,120.7612569,NA
Spain,HOUSECOST,PRICERENT,IDX2015,A,1971,29.93947537,NA
Spain,HOUSECOST,PRICERENT,IDX2015,A,1972,30.18948669,NA
Spain,HOUSECOST,PRICERENT,IDX2015,A,1973,33.2251718,NA
Spain,HOUSECOST,PRICERENT,IDX2015,A,1974,40.17851764,NA
Spain,HOUSECOST,PRICERENT,IDX2015,A,1975,38.07905204,NA
Spain,HOUSECOST,PRICERENT,IDX2015,A,1976,39.64646967,NA
Spain,HOUSECOST,PRICERENT,IDX2015,A,1977,47.92172927,NA
Spain,HOUSECOST,PRICERENT,IDX2015,A,1978,56.52522399,NA
Spain,HOUSECOST,PRICERENT,IDX2015,A,1979,52.54208858,NA
Spain,HOUSECOST,PRICERENT,IDX2015,A,1980,49.13734749,NA
Spain,HOUSECOST,PRICERENT,IDX2015,A,1981,46.08228591,NA
Spain,HOUSECOST,PRICERENT,IDX2015,A,1982,42.42063079,NA
Spain,HOUSECOST,PRICERENT,IDX2015,A,1983,46.62180417,NA
Spain,HOUSECOST,PRICERENT,IDX2015,A,1984,47.49945404,NA
Spain,HOUSECOST,PRICERENT,IDX2015,A,1985,49.0126942,NA
Spain,HOUSECOST,PRICERENT,IDX2015,A,1986,52.5253275,NA
Spain,HOUSECOST,PRICERENT,IDX2015,A,1987,70.25761423,NA
Spain,HOUSECOST,PRICERENT,IDX2015,A,1988,83.52367721,NA
Spain,HOUSECOST,PRICERENT,IDX2015,A,1989,94.62430442,NA
Spain,HOUSECOST,PRICERENT,IDX2015,A,1990,100.914466,NA
Spain,HOUSECOST,PRICERENT,IDX2015,A,1991,105.5252388,NA
Spain,HOUSECOST,PRICERENT,IDX2015,A,1992,96.79962525,NA
Spain,HOUSECOST,PRICERENT,IDX2015,A,1993,88.39226881,NA
Spain,HOUSECOST,PRICERENT,IDX2015,A,1994,84.9498702,NA
Spain,HOUSECOST,PRICERENT,IDX2015,A,1995,83.33352072,NA
Spain,HOUSECOST,PRICERENT,IDX2015,A,1996,79.51701954,NA
Spain,HOUSECOST,PRICERENT,IDX2015,A,1997,78.09764548,NA
Spain,HOUSECOST,PRICERENT,IDX2015,A,1998,78.06155896,NA
Spain,HOUSECOST,PRICERENT,IDX2015,A,1999,80.6603121,NA
Spain,HOUSECOST,PRICERENT,IDX2015,A,2000,83.57867228,NA
Spain,HOUSECOST,PRICERENT,IDX2015,A,2001,87.77945741,NA
Spain,HOUSECOST,PRICERENT,IDX2015,A,2002,98.35646115,NA
Spain,HOUSECOST,PRICERENT,IDX2015,A,2003,113.165893,NA
Spain,HOUSECOST,PRICERENT,IDX2015,A,2004,128.6576519,NA
Spain,HOUSECOST,PRICERENT,IDX2015,A,2005,141.4102596,NA
Spain,HOUSECOST,PRICERENT,IDX2015,A,2006,153.9297967,NA
Spain,HOUSECOST,PRICERENT,IDX2015,A,2007,162.0039846,NA
Spain,HOUSECOST,PRICERENT,IDX2015,A,2008,153.2462311,NA
Spain,HOUSECOST,PRICERENT,IDX2015,A,2009,138.8101739,NA
Spain,HOUSECOST,PRICERENT,IDX2015,A,2010,134.8555656,NA
Spain,HOUSECOST,PRICERENT,IDX2015,A,2011,123.2765333,NA
Spain,HOUSECOST,PRICERENT,IDX2015,A,2012,104.4766608,NA
Spain,HOUSECOST,PRICERENT,IDX2015,A,2013,95.11458705,NA
Spain,HOUSECOST,PRICERENT,IDX2015,A,2014,96.07339013,NA
Spain,HOUSECOST,PRICERENT,IDX2015,A,2015,100,NA
Spain,HOUSECOST,PRICERENT,IDX2015,A,2016,104.7125261,NA
Spain,HOUSECOST,PRICERENT,IDX2015,A,2017,110.7415251,NA
Spain,HOUSECOST,PRICERENT,IDX2015,A,2018,116.7139865,NA
Spain,HOUSECOST,PRICERENT,IDX2015,A,2019,120.8955581,NA
Spain,HOUSECOST,PRICERENT,IDX2015,A,2020,122.207792,NA
Spain,HOUSECOST,REAL,IDX2015,A,1971,35.14062252,NA
Spain,HOUSECOST,REAL,IDX2015,A,1972,34.58085852,NA
Spain,HOUSECOST,REAL,IDX2015,A,1973,37.70817819,NA
Spain,HOUSECOST,REAL,IDX2015,A,1974,43.69824214,NA
Spain,HOUSECOST,REAL,IDX2015,A,1975,40.87458832,NA
Spain,HOUSECOST,REAL,IDX2015,A,1976,40.91996381,NA
Spain,HOUSECOST,REAL,IDX2015,A,1977,45.20198351,NA
Spain,HOUSECOST,REAL,IDX2015,A,1978,50.38998126,NA
Spain,HOUSECOST,REAL,IDX2015,A,1979,45.66639134,NA
Spain,HOUSECOST,REAL,IDX2015,A,1980,41.32277868,NA
Spain,HOUSECOST,REAL,IDX2015,A,1981,38.47964189,NA
Spain,HOUSECOST,REAL,IDX2015,A,1982,34.71047718,NA
Spain,HOUSECOST,REAL,IDX2015,A,1983,36.88370943,NA
Spain,HOUSECOST,REAL,IDX2015,A,1984,35.88741139,NA
Spain,HOUSECOST,REAL,IDX2015,A,1985,36.52136247,NA
Spain,HOUSECOST,REAL,IDX2015,A,1986,38.47763437,NA
Spain,HOUSECOST,REAL,IDX2015,A,1987,51.34010115,NA
Spain,HOUSECOST,REAL,IDX2015,A,1988,62.04101205,NA
Spain,HOUSECOST,REAL,IDX2015,A,1989,71.84042271,NA
Spain,HOUSECOST,REAL,IDX2015,A,1990,77.92616496,NA
Spain,HOUSECOST,REAL,IDX2015,A,1991,83.4017016,NA
Spain,HOUSECOST,REAL,IDX2015,A,1992,77.74900689,NA
Spain,HOUSECOST,REAL,IDX2015,A,1993,73.60565041,NA
Spain,HOUSECOST,REAL,IDX2015,A,1994,71.25284625,NA
Spain,HOUSECOST,REAL,IDX2015,A,1995,70.34058987,NA
Spain,HOUSECOST,REAL,IDX2015,A,1996,70.17847913,NA
Spain,HOUSECOST,REAL,IDX2015,A,1997,71.1958305,NA
Spain,HOUSECOST,REAL,IDX2015,A,1998,73.44194803,NA
Spain,HOUSECOST,REAL,IDX2015,A,1999,76.92966488,NA
Spain,HOUSECOST,REAL,IDX2015,A,2000,79.40468935,NA
Spain,HOUSECOST,REAL,IDX2015,A,2001,83.95267996,NA
Spain,HOUSECOST,REAL,IDX2015,A,2002,95.58990375,NA
Spain,HOUSECOST,REAL,IDX2015,A,2003,111.1125678,NA
Spain,HOUSECOST,REAL,IDX2015,A,2004,127.0228065,NA
Spain,HOUSECOST,REAL,IDX2015,A,2005,140.8839947,NA
Spain,HOUSECOST,REAL,IDX2015,A,2006,154.5914355,NA
Spain,HOUSECOST,REAL,IDX2015,A,2007,164.2458884,NA
Spain,HOUSECOST,REAL,IDX2015,A,2008,156.2975498,NA
Spain,HOUSECOST,REAL,IDX2015,A,2009,147.3702862,NA
Spain,HOUSECOST,REAL,IDX2015,A,2010,141.9639491,NA
Spain,HOUSECOST,REAL,IDX2015,A,2011,128.1015107,NA
Spain,HOUSECOST,REAL,IDX2015,A,2012,106.9943625,NA
Spain,HOUSECOST,REAL,IDX2015,A,2013,96.27917171,NA
Spain,HOUSECOST,REAL,IDX2015,A,2014,96.45476444,NA
Spain,HOUSECOST,REAL,IDX2015,A,2015,100,NA
Spain,HOUSECOST,REAL,IDX2015,A,2016,104.4500783,NA
Spain,HOUSECOST,REAL,IDX2015,A,2017,109.2462022,NA
Spain,HOUSECOST,REAL,IDX2015,A,2018,114.89129,NA
Spain,HOUSECOST,REAL,IDX2015,A,2019,119.6485388,NA
Spain,HOUSECOST,REAL,IDX2015,A,2020,122.1294141,NA
Spain,HOUSECOST,RENT,IDX2015,A,1961,3.391242602,NA
Spain,HOUSECOST,RENT,IDX2015,A,1962,3.609893516,NA
Spain,HOUSECOST,RENT,IDX2015,A,1963,3.763378727,NA
Spain,HOUSECOST,RENT,IDX2015,A,1964,3.974313144,NA
Spain,HOUSECOST,RENT,IDX2015,A,1965,4.39189464,NA
Spain,HOUSECOST,RENT,IDX2015,A,1966,4.746882175,NA
Spain,HOUSECOST,RENT,IDX2015,A,1967,5.156746667,NA
Spain,HOUSECOST,RENT,IDX2015,A,1968,5.507445851,NA
Spain,HOUSECOST,RENT,IDX2015,A,1969,5.581187244,NA
Spain,HOUSECOST,RENT,IDX2015,A,1970,5.853001295,NA
Spain,HOUSECOST,RENT,IDX2015,A,1971,6.198556992,NA
Spain,HOUSECOST,RENT,IDX2015,A,1972,6.51495849,NA
Spain,HOUSECOST,RENT,IDX2015,A,1973,7.183774514,NA
Spain,HOUSECOST,RENT,IDX2015,A,1974,8.107255745,NA
Spain,HOUSECOST,RENT,IDX2015,A,1975,9.239956306,NA
Spain,HOUSECOST,RENT,IDX2015,A,1976,10.34323156,NA
Spain,HOUSECOST,RENT,IDX2015,A,1977,11.69413455,NA
Spain,HOUSECOST,RENT,IDX2015,A,1978,13.1699173,NA
Spain,HOUSECOST,RENT,IDX2015,A,1979,14.95082512,NA
Spain,HOUSECOST,RENT,IDX2015,A,1980,16.75248793,NA
Spain,HOUSECOST,RENT,IDX2015,A,1981,18.97683332,NA
Spain,HOUSECOST,RENT,IDX2015,A,1982,21.27611622,NA
Spain,HOUSECOST,RENT,IDX2015,A,1983,23.10022404,NA
Spain,HOUSECOST,RENT,IDX2015,A,1984,24.39656427,NA
Spain,HOUSECOST,RENT,IDX2015,A,1985,26.01900955,NA
Spain,HOUSECOST,RENT,IDX2015,A,1986,27.9785549,NA
Spain,HOUSECOST,RENT,IDX2015,A,1987,29.44091515,NA
Spain,HOUSECOST,RENT,IDX2015,A,1988,31.36878299,NA
Spain,HOUSECOST,RENT,IDX2015,A,1989,34.22655599,NA
Spain,HOUSECOST,RENT,IDX2015,A,1990,37.119529,NA
Spain,HOUSECOST,RENT,IDX2015,A,1991,40.43180958,NA
Spain,HOUSECOST,RENT,IDX2015,A,1992,43.81661017,NA
Spain,HOUSECOST,RENT,IDX2015,A,1993,47.82186087,NA
Spain,HOUSECOST,RENT,IDX2015,A,1994,50.49689884,NA
Spain,HOUSECOST,RENT,IDX2015,A,1995,53.28068182,NA
Spain,HOUSECOST,RENT,IDX2015,A,1996,57.26276002,NA
Spain,HOUSECOST,RENT,IDX2015,A,1997,60.78381564,NA
Spain,HOUSECOST,RENT,IDX2015,A,1998,63.74960366,NA
Spain,HOUSECOST,RENT,IDX2015,A,1999,65.99814655,NA
Spain,HOUSECOST,RENT,IDX2015,A,2000,68.47841448,NA
Spain,HOUSECOST,RENT,IDX2015,A,2001,71.38575999,NA
Spain,HOUSECOST,RENT,IDX2015,A,2002,74.50276054,NA
Spain,HOUSECOST,RENT,IDX2015,A,2003,77.67997109,NA
Spain,HOUSECOST,RENT,IDX2015,A,2004,80.86533915,NA
Spain,HOUSECOST,RENT,IDX2015,A,2005,84.32129976,NA
Spain,HOUSECOST,RENT,IDX2015,A,2006,87.9971504,NA
Spain,HOUSECOST,RENT,IDX2015,A,2007,91.84143857,NA
Spain,HOUSECOST,RENT,IDX2015,A,2008,95.73984675,NA
Spain,HOUSECOST,RENT,IDX2015,A,2009,98.68242477,NA
Spain,HOUSECOST,RENT,IDX2015,A,2010,99.77870996,NA
Spain,HOUSECOST,RENT,IDX2015,A,2011,100.8140676,NA
Spain,HOUSECOST,RENT,IDX2015,A,2012,101.3681427,NA
Spain,HOUSECOST,RENT,IDX2015,A,2013,101.1797927,NA
Spain,HOUSECOST,RENT,IDX2015,A,2014,100.4842676,NA
Spain,HOUSECOST,RENT,IDX2015,A,2015,100,NA
Spain,HOUSECOST,RENT,IDX2015,A,2016,99.91209498,NA
Spain,HOUSECOST,RENT,IDX2015,A,2017,100.3223176,NA
Spain,HOUSECOST,RENT,IDX2015,A,2018,101.5902178,NA
Spain,HOUSECOST,RENT,IDX2015,A,2019,103.1553181,NA
Spain,HOUSECOST,RENT,IDX2015,A,2020,104.3323933,NA
Sweden,HOUSECOST,NOMINAL,IDX2015,A,1970,5.467099189,NA
Sweden,HOUSECOST,NOMINAL,IDX2015,A,1971,5.753276373,NA
Sweden,HOUSECOST,NOMINAL,IDX2015,A,1972,6.184400443,NA
Sweden,HOUSECOST,NOMINAL,IDX2015,A,1973,6.630390859,NA
Sweden,HOUSECOST,NOMINAL,IDX2015,A,1974,7.232477921,NA
Sweden,HOUSECOST,NOMINAL,IDX2015,A,1975,8.529566716,NA
Sweden,HOUSECOST,NOMINAL,IDX2015,A,1976,9.881220721,NA
Sweden,HOUSECOST,NOMINAL,IDX2015,A,1977,11.44845495,NA
Sweden,HOUSECOST,NOMINAL,IDX2015,A,1978,13.0348018,NA
Sweden,HOUSECOST,NOMINAL,IDX2015,A,1979,14.46824775,NA
Sweden,HOUSECOST,NOMINAL,IDX2015,A,1980,15.27097748,NA
Sweden,HOUSECOST,NOMINAL,IDX2015,A,1981,15.34742793,NA
Sweden,HOUSECOST,NOMINAL,IDX2015,A,1982,15.38565315,NA
Sweden,HOUSECOST,NOMINAL,IDX2015,A,1983,15.44299099,NA
Sweden,HOUSECOST,NOMINAL,IDX2015,A,1984,15.82524324,NA
Sweden,HOUSECOST,NOMINAL,IDX2015,A,1985,16.43684685,NA
Sweden,HOUSECOST,NOMINAL,IDX2015,A,1986,17.54575,NA
Sweden,HOUSECOST,NOMINAL,IDX2015,A,1987,19.80125,NA
Sweden,HOUSECOST,NOMINAL,IDX2015,A,1988,23.3945,NA
Sweden,HOUSECOST,NOMINAL,IDX2015,A,1989,27.7905,NA
Sweden,HOUSECOST,NOMINAL,IDX2015,A,1990,31.078,NA
Sweden,HOUSECOST,NOMINAL,IDX2015,A,1991,33.2185,NA
Sweden,HOUSECOST,NOMINAL,IDX2015,A,1992,30.084,NA
Sweden,HOUSECOST,NOMINAL,IDX2015,A,1993,26.75825,NA
Sweden,HOUSECOST,NOMINAL,IDX2015,A,1994,27.98175,NA
Sweden,HOUSECOST,NOMINAL,IDX2015,A,1995,28.05825,NA
Sweden,HOUSECOST,NOMINAL,IDX2015,A,1996,28.2875,NA
Sweden,HOUSECOST,NOMINAL,IDX2015,A,1997,30.1605,NA
Sweden,HOUSECOST,NOMINAL,IDX2015,A,1998,33.0275,NA
Sweden,HOUSECOST,NOMINAL,IDX2015,A,1999,36.124,NA
Sweden,HOUSECOST,NOMINAL,IDX2015,A,2000,40.1755,NA
Sweden,HOUSECOST,NOMINAL,IDX2015,A,2001,43.34875,NA
Sweden,HOUSECOST,NOMINAL,IDX2015,A,2002,46.10125,NA
Sweden,HOUSECOST,NOMINAL,IDX2015,A,2003,49.159,NA
Sweden,HOUSECOST,NOMINAL,IDX2015,A,2004,53.74625,NA
Sweden,HOUSECOST,NOMINAL,IDX2015,A,2005,58.60075,NA
Sweden,HOUSECOST,NOMINAL,IDX2015,A,2006,65.74925,NA
Sweden,HOUSECOST,NOMINAL,IDX2015,A,2007,72.5915,NA
Sweden,HOUSECOST,NOMINAL,IDX2015,A,2008,74.96175,NA
Sweden,HOUSECOST,NOMINAL,IDX2015,A,2009,76.14675,NA
Sweden,HOUSECOST,NOMINAL,IDX2015,A,2010,82.11025,NA
Sweden,HOUSECOST,NOMINAL,IDX2015,A,2011,82.7215,NA
Sweden,HOUSECOST,NOMINAL,IDX2015,A,2012,81.575,NA
Sweden,HOUSECOST,NOMINAL,IDX2015,A,2013,84.136,NA
Sweden,HOUSECOST,NOMINAL,IDX2015,A,2014,90.25225,NA
Sweden,HOUSECOST,NOMINAL,IDX2015,A,2015,100,NA
Sweden,HOUSECOST,NOMINAL,IDX2015,A,2016,108.48625,NA
Sweden,HOUSECOST,NOMINAL,IDX2015,A,2017,117.43125,NA
Sweden,HOUSECOST,NOMINAL,IDX2015,A,2018,117.737,NA
Sweden,HOUSECOST,NOMINAL,IDX2015,A,2019,120.33625,NA
Sweden,HOUSECOST,NOMINAL,IDX2015,A,2020,128.4785,NA
Sweden,HOUSECOST,PRICEINCOME,IDX2015,A,1970,101.3432531,NA
Sweden,HOUSECOST,PRICEINCOME,IDX2015,A,1971,99.08442202,NA
Sweden,HOUSECOST,PRICEINCOME,IDX2015,A,1972,98.83431407,NA
Sweden,HOUSECOST,PRICEINCOME,IDX2015,A,1973,94.74613379,NA
Sweden,HOUSECOST,PRICEINCOME,IDX2015,A,1974,88.55515551,NA
Sweden,HOUSECOST,PRICEINCOME,IDX2015,A,1975,91.69978287,NA
Sweden,HOUSECOST,PRICEINCOME,IDX2015,A,1976,93.67048179,NA
Sweden,HOUSECOST,PRICEINCOME,IDX2015,A,1977,96.3659741,NA
Sweden,HOUSECOST,PRICEINCOME,IDX2015,A,1978,98.64642072,NA
Sweden,HOUSECOST,PRICEINCOME,IDX2015,A,1979,100.3965843,NA
Sweden,HOUSECOST,PRICEINCOME,IDX2015,A,1980,91.91525954,NA
Sweden,HOUSECOST,PRICEINCOME,IDX2015,A,1981,87.09325147,NA
Sweden,HOUSECOST,PRICEINCOME,IDX2015,A,1982,81.06630912,NA
Sweden,HOUSECOST,PRICEINCOME,IDX2015,A,1983,73.5490292,NA
Sweden,HOUSECOST,PRICEINCOME,IDX2015,A,1984,69.64369267,NA
Sweden,HOUSECOST,PRICEINCOME,IDX2015,A,1985,66.48219378,NA
Sweden,HOUSECOST,PRICEINCOME,IDX2015,A,1986,65.34413809,NA
Sweden,HOUSECOST,PRICEINCOME,IDX2015,A,1987,69.01043987,NA
Sweden,HOUSECOST,PRICEINCOME,IDX2015,A,1988,77.32354244,NA
Sweden,HOUSECOST,PRICEINCOME,IDX2015,A,1989,84.22477001,NA
Sweden,HOUSECOST,PRICEINCOME,IDX2015,A,1990,83.77009171,NA
Sweden,HOUSECOST,PRICEINCOME,IDX2015,A,1991,76.49068694,NA
Sweden,HOUSECOST,PRICEINCOME,IDX2015,A,1992,65.87025509,NA
Sweden,HOUSECOST,PRICEINCOME,IDX2015,A,1993,57.00381314,NA
Sweden,HOUSECOST,PRICEINCOME,IDX2015,A,1994,58.59208631,NA
Sweden,HOUSECOST,PRICEINCOME,IDX2015,A,1995,57.05049057,NA
Sweden,HOUSECOST,PRICEINCOME,IDX2015,A,1996,57.53035332,NA
Sweden,HOUSECOST,PRICEINCOME,IDX2015,A,1997,60.87908038,NA
Sweden,HOUSECOST,PRICEINCOME,IDX2015,A,1998,65.02538325,NA
Sweden,HOUSECOST,PRICEINCOME,IDX2015,A,1999,67.83370108,NA
Sweden,HOUSECOST,PRICEINCOME,IDX2015,A,2000,71.22931693,NA
Sweden,HOUSECOST,PRICEINCOME,IDX2015,A,2001,71.0792503,NA
Sweden,HOUSECOST,PRICEINCOME,IDX2015,A,2002,72.33081472,NA
Sweden,HOUSECOST,PRICEINCOME,IDX2015,A,2003,75.28811671,NA
Sweden,HOUSECOST,PRICEINCOME,IDX2015,A,2004,81.17934667,NA
Sweden,HOUSECOST,PRICEINCOME,IDX2015,A,2005,85.48585517,NA
Sweden,HOUSECOST,PRICEINCOME,IDX2015,A,2006,90.9966822,NA
Sweden,HOUSECOST,PRICEINCOME,IDX2015,A,2007,94.27812206,NA
Sweden,HOUSECOST,PRICEINCOME,IDX2015,A,2008,92.37290519,NA
Sweden,HOUSECOST,PRICEINCOME,IDX2015,A,2009,91.31100089,NA
Sweden,HOUSECOST,PRICEINCOME,IDX2015,A,2010,95.10392146,NA
Sweden,HOUSECOST,PRICEINCOME,IDX2015,A,2011,91.88827197,NA
Sweden,HOUSECOST,PRICEINCOME,IDX2015,A,2012,87.12145096,NA
Sweden,HOUSECOST,PRICEINCOME,IDX2015,A,2013,88.29473167,NA
Sweden,HOUSECOST,PRICEINCOME,IDX2015,A,2014,92.66678592,NA
Sweden,HOUSECOST,PRICEINCOME,IDX2015,A,2015,100,NA
Sweden,HOUSECOST,PRICEINCOME,IDX2015,A,2016,105.1553494,NA
Sweden,HOUSECOST,PRICEINCOME,IDX2015,A,2017,111.1477979,NA
Sweden,HOUSECOST,PRICEINCOME,IDX2015,A,2018,107.7624849,NA
Sweden,HOUSECOST,PRICEINCOME,IDX2015,A,2019,106.5044722,NA
Sweden,HOUSECOST,PRICEINCOME,IDX2015,A,2020,114.2144772,NA
Sweden,HOUSECOST,PRICERENT,IDX2015,A,1980,89.276936,NA
Sweden,HOUSECOST,PRICERENT,IDX2015,A,1981,78.7033288,NA
Sweden,HOUSECOST,PRICERENT,IDX2015,A,1982,68.56936754,NA
Sweden,HOUSECOST,PRICERENT,IDX2015,A,1983,62.89245628,NA
Sweden,HOUSECOST,PRICERENT,IDX2015,A,1984,59.53679632,NA
Sweden,HOUSECOST,PRICERENT,IDX2015,A,1985,57.86086411,NA
Sweden,HOUSECOST,PRICERENT,IDX2015,A,1986,59.06337061,NA
Sweden,HOUSECOST,PRICERENT,IDX2015,A,1987,62.53677672,NA
Sweden,HOUSECOST,PRICERENT,IDX2015,A,1988,68.59145351,NA
Sweden,HOUSECOST,PRICERENT,IDX2015,A,1989,75.47849987,NA
Sweden,HOUSECOST,PRICERENT,IDX2015,A,1990,73.8241575,NA
Sweden,HOUSECOST,PRICERENT,IDX2015,A,1991,62.62563755,NA
Sweden,HOUSECOST,PRICERENT,IDX2015,A,1992,52.01574326,NA
Sweden,HOUSECOST,PRICERENT,IDX2015,A,1993,42.65562463,NA
Sweden,HOUSECOST,PRICERENT,IDX2015,A,1994,42.93941303,NA
Sweden,HOUSECOST,PRICERENT,IDX2015,A,1995,41.76268165,NA
Sweden,HOUSECOST,PRICERENT,IDX2015,A,1996,40.6198638,NA
Sweden,HOUSECOST,PRICERENT,IDX2015,A,1997,41.97848863,NA
Sweden,HOUSECOST,PRICERENT,IDX2015,A,1998,45.62476842,NA
