LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
Australia,HOUSECOST,NOMINAL,IDX2015,A,1970,2.552379708,NA
Australia,HOUSECOST,NOMINAL,IDX2015,A,1971,2.851352119,NA
Australia,HOUSECOST,NOMINAL,IDX2015,A,1972,3.183667177,NA
Australia,HOUSECOST,NOMINAL,IDX2015,A,1973,3.837183079,NA
Australia,HOUSECOST,NOMINAL,IDX2015,A,1974,4.690199158,NA
Australia,HOUSECOST,NOMINAL,IDX2015,A,1975,5.202008806,NA
Australia,HOUSECOST,NOMINAL,IDX2015,A,1976,5.793840808,NA
Australia,HOUSECOST,NOMINAL,IDX2015,A,1977,6.267862121,NA
Australia,HOUSECOST,NOMINAL,IDX2015,A,1978,6.590174386,NA
Australia,HOUSECOST,NOMINAL,IDX2015,A,1979,7.4604175,NA
Australia,HOUSECOST,NOMINAL,IDX2015,A,1980,8.434578533,NA
Australia,HOUSECOST,NOMINAL,IDX2015,A,1981,9.707711978,NA
Australia,HOUSECOST,NOMINAL,IDX2015,A,1982,10.05503123,NA
Australia,HOUSECOST,NOMINAL,IDX2015,A,1983,10.6296362,NA
Australia,HOUSECOST,NOMINAL,IDX2015,A,1984,11.85386709,NA
Australia,HOUSECOST,NOMINAL,IDX2015,A,1985,13.06198237,NA
Australia,HOUSECOST,NOMINAL,IDX2015,A,1986,13.97025288,NA
Australia,HOUSECOST,NOMINAL,IDX2015,A,1987,14.77893221,NA
Australia,HOUSECOST,NOMINAL,IDX2015,A,1988,18.1088388,NA
Australia,HOUSECOST,NOMINAL,IDX2015,A,1989,22.58760271,NA
Australia,HOUSECOST,NOMINAL,IDX2015,A,1990,22.93364407,NA
Australia,HOUSECOST,NOMINAL,IDX2015,A,1991,23.52883521,NA
Australia,HOUSECOST,NOMINAL,IDX2015,A,1992,23.88871823,NA
Australia,HOUSECOST,NOMINAL,IDX2015,A,1993,24.51159268,NA
Australia,HOUSECOST,NOMINAL,IDX2015,A,1994,25.38954905,NA
Australia,HOUSECOST,NOMINAL,IDX2015,A,1995,25.69604283,NA
Australia,HOUSECOST,NOMINAL,IDX2015,A,1996,25.90366764,NA
Australia,HOUSECOST,NOMINAL,IDX2015,A,1997,26.94179173,NA
Australia,HOUSECOST,NOMINAL,IDX2015,A,1998,28.92114832,NA
Australia,HOUSECOST,NOMINAL,IDX2015,A,1999,31.01914766,NA
Australia,HOUSECOST,NOMINAL,IDX2015,A,2000,33.59567277,NA
Australia,HOUSECOST,NOMINAL,IDX2015,A,2001,37.3685123,NA
Australia,HOUSECOST,NOMINAL,IDX2015,A,2002,44.37238946,NA
Australia,HOUSECOST,NOMINAL,IDX2015,A,2003,52.37565666,NA
Australia,HOUSECOST,NOMINAL,IDX2015,A,2004,55.647,NA
Australia,HOUSECOST,NOMINAL,IDX2015,A,2005,56.66475,NA
Australia,HOUSECOST,NOMINAL,IDX2015,A,2006,60.5795,NA
Australia,HOUSECOST,NOMINAL,IDX2015,A,2007,66.96025,NA
Australia,HOUSECOST,NOMINAL,IDX2015,A,2008,69.60275,NA
Australia,HOUSECOST,NOMINAL,IDX2015,A,2009,72.42125,NA
Australia,HOUSECOST,NOMINAL,IDX2015,A,2010,80.877,NA
Australia,HOUSECOST,NOMINAL,IDX2015,A,2011,79.13475,NA
Australia,HOUSECOST,NOMINAL,IDX2015,A,2012,78.88025,NA
Australia,HOUSECOST,NOMINAL,IDX2015,A,2013,84.1065,NA
Australia,HOUSECOST,NOMINAL,IDX2015,A,2014,91.72025,NA
Australia,HOUSECOST,NOMINAL,IDX2015,A,2015,100,NA
Australia,HOUSECOST,NOMINAL,IDX2015,A,2016,105.5,NA
Australia,HOUSECOST,NOMINAL,IDX2015,A,2017,114.30825,NA
Australia,HOUSECOST,NOMINAL,IDX2015,A,2018,112.66375,NA
Australia,HOUSECOST,NOMINAL,IDX2015,A,2019,108.08375,NA
Australia,HOUSECOST,NOMINAL,IDX2015,A,2020,113.9165,NA
Australia,HOUSECOST,PRICEINCOME,IDX2015,A,1970,57.43829977,NA
Australia,HOUSECOST,PRICEINCOME,IDX2015,A,1971,58.93071223,NA
Australia,HOUSECOST,PRICEINCOME,IDX2015,A,1972,59.96049177,NA
Australia,HOUSECOST,PRICEINCOME,IDX2015,A,1973,62.09235783,NA
Australia,HOUSECOST,PRICEINCOME,IDX2015,A,1974,63.01671415,NA
Australia,HOUSECOST,PRICEINCOME,IDX2015,A,1975,58.59142217,NA
Australia,HOUSECOST,PRICEINCOME,IDX2015,A,1976,58.27276164,NA
Australia,HOUSECOST,PRICEINCOME,IDX2015,A,1977,57.11174831,NA
Australia,HOUSECOST,PRICEINCOME,IDX2015,A,1978,54.43141918,NA
Australia,HOUSECOST,PRICEINCOME,IDX2015,A,1979,55.02049517,NA
Australia,HOUSECOST,PRICEINCOME,IDX2015,A,1980,55.94601889,NA
Australia,HOUSECOST,PRICEINCOME,IDX2015,A,1981,57.68701224,NA
Australia,HOUSECOST,PRICEINCOME,IDX2015,A,1982,53.99421075,NA
Australia,HOUSECOST,PRICEINCOME,IDX2015,A,1983,52.84425207,NA
Australia,HOUSECOST,PRICEINCOME,IDX2015,A,1984,54.07076076,NA
Australia,HOUSECOST,PRICEINCOME,IDX2015,A,1985,55.81504449,NA
Australia,HOUSECOST,PRICEINCOME,IDX2015,A,1986,55.74855856,NA
Australia,HOUSECOST,PRICEINCOME,IDX2015,A,1987,55.44907099,NA
Australia,HOUSECOST,PRICEINCOME,IDX2015,A,1988,62.2119919,NA
Australia,HOUSECOST,PRICEINCOME,IDX2015,A,1989,70.0754148,NA
Australia,HOUSECOST,PRICEINCOME,IDX2015,A,1990,66.03807151,NA
Australia,HOUSECOST,PRICEINCOME,IDX2015,A,1991,67.09882351,NA
Australia,HOUSECOST,PRICEINCOME,IDX2015,A,1992,66.29392985,NA
Australia,HOUSECOST,PRICEINCOME,IDX2015,A,1993,66.47947997,NA
Australia,HOUSECOST,PRICEINCOME,IDX2015,A,1994,65.73602927,NA
Australia,HOUSECOST,PRICEINCOME,IDX2015,A,1995,63.56294846,NA
Australia,HOUSECOST,PRICEINCOME,IDX2015,A,1996,60.9869556,NA
Australia,HOUSECOST,PRICEINCOME,IDX2015,A,1997,61.26093062,NA
Australia,HOUSECOST,PRICEINCOME,IDX2015,A,1998,64.7204622,NA
Australia,HOUSECOST,PRICEINCOME,IDX2015,A,1999,66.28825928,NA
Australia,HOUSECOST,PRICEINCOME,IDX2015,A,2000,68.22872066,NA
Australia,HOUSECOST,PRICEINCOME,IDX2015,A,2001,70.12064384,NA
Australia,HOUSECOST,PRICEINCOME,IDX2015,A,2002,81.63781795,NA
Australia,HOUSECOST,PRICEINCOME,IDX2015,A,2003,92.17960847,NA
Australia,HOUSECOST,PRICEINCOME,IDX2015,A,2004,91.33359124,NA
Australia,HOUSECOST,PRICEINCOME,IDX2015,A,2005,88.34443667,NA
Australia,HOUSECOST,PRICEINCOME,IDX2015,A,2006,89.63729175,NA
Australia,HOUSECOST,PRICEINCOME,IDX2015,A,2007,91.04762325,NA
Australia,HOUSECOST,PRICEINCOME,IDX2015,A,2008,88.00714261,NA
Australia,HOUSECOST,PRICEINCOME,IDX2015,A,2009,87.45022039,NA
Australia,HOUSECOST,PRICEINCOME,IDX2015,A,2010,93.8785867,NA
Australia,HOUSECOST,PRICEINCOME,IDX2015,A,2011,86.29581678,NA
Australia,HOUSECOST,PRICEINCOME,IDX2015,A,2012,84.76171071,NA
Australia,HOUSECOST,PRICEINCOME,IDX2015,A,2013,87.94619535,NA
Australia,HOUSECOST,PRICEINCOME,IDX2015,A,2014,92.77110749,NA
Australia,HOUSECOST,PRICEINCOME,IDX2015,A,2015,100,NA
Australia,HOUSECOST,PRICEINCOME,IDX2015,A,2016,105.0674141,NA
Australia,HOUSECOST,PRICEINCOME,IDX2015,A,2017,112.567047,NA
Australia,HOUSECOST,PRICEINCOME,IDX2015,A,2018,108.8757787,NA
Australia,HOUSECOST,PRICEINCOME,IDX2015,A,2019,102.1109477,NA
Australia,HOUSECOST,PRICEINCOME,IDX2015,A,2020,101.9584708,NA
Australia,HOUSECOST,PRICERENT,IDX2015,A,1973,40.92021505,NA
Australia,HOUSECOST,PRICERENT,IDX2015,A,1974,45.06345446,NA
Australia,HOUSECOST,PRICERENT,IDX2015,A,1975,42.91996082,NA
Australia,HOUSECOST,PRICERENT,IDX2015,A,1976,41.70441843,NA
Australia,HOUSECOST,PRICERENT,IDX2015,A,1977,40.63103878,NA
Australia,HOUSECOST,PRICERENT,IDX2015,A,1978,39.4633793,NA
Australia,HOUSECOST,PRICERENT,IDX2015,A,1979,41.16283402,NA
Australia,HOUSECOST,PRICERENT,IDX2015,A,1980,43.5727865,NA
Australia,HOUSECOST,PRICERENT,IDX2015,A,1981,46.40660931,NA
Australia,HOUSECOST,PRICERENT,IDX2015,A,1982,43.04790761,NA
Australia,HOUSECOST,PRICERENT,IDX2015,A,1983,41.75138228,NA
Australia,HOUSECOST,PRICERENT,IDX2015,A,1984,43.37612896,NA
Australia,HOUSECOST,PRICERENT,IDX2015,A,1985,44.06234101,NA
Australia,HOUSECOST,PRICERENT,IDX2015,A,1986,42.73765134,NA
Australia,HOUSECOST,PRICERENT,IDX2015,A,1987,40.97246579,NA
Australia,HOUSECOST,PRICERENT,IDX2015,A,1988,44.96648684,NA
Australia,HOUSECOST,PRICERENT,IDX2015,A,1989,51.34435334,NA
Australia,HOUSECOST,PRICERENT,IDX2015,A,1990,49.19664254,NA
Australia,HOUSECOST,PRICERENT,IDX2015,A,1991,48.86183153,NA
Australia,HOUSECOST,PRICERENT,IDX2015,A,1992,49.1467635,NA
Australia,HOUSECOST,PRICERENT,IDX2015,A,1993,50.19264263,NA
Australia,HOUSECOST,PRICERENT,IDX2015,A,1994,51.62887221,NA
Australia,HOUSECOST,PRICERENT,IDX2015,A,1995,51.3754961,NA
Australia,HOUSECOST,PRICERENT,IDX2015,A,1996,50.2538904,NA
Australia,HOUSECOST,PRICERENT,IDX2015,A,1997,50.78047099,NA
Australia,HOUSECOST,PRICERENT,IDX2015,A,1998,52.90082869,NA
Australia,HOUSECOST,PRICERENT,IDX2015,A,1999,55.25866018,NA
Australia,HOUSECOST,PRICERENT,IDX2015,A,2000,58.06225296,NA
Australia,HOUSECOST,PRICERENT,IDX2015,A,2001,62.6188503,NA
Australia,HOUSECOST,PRICERENT,IDX2015,A,2002,72.55847557,NA
Australia,HOUSECOST,PRICERENT,IDX2015,A,2003,84.07169729,NA
Australia,HOUSECOST,PRICERENT,IDX2015,A,2004,87.15434758,NA
Australia,HOUSECOST,PRICERENT,IDX2015,A,2005,86.82400562,NA
Australia,HOUSECOST,PRICERENT,IDX2015,A,2006,89.89009073,NA
Australia,HOUSECOST,PRICERENT,IDX2015,A,2007,94.1711966,NA
Australia,HOUSECOST,PRICERENT,IDX2015,A,2008,90.91120189,NA
Australia,HOUSECOST,PRICERENT,IDX2015,A,2009,88.55769489,NA
Australia,HOUSECOST,PRICERENT,IDX2015,A,2010,94.83065072,NA
Australia,HOUSECOST,PRICERENT,IDX2015,A,2011,88.7311764,NA
Australia,HOUSECOST,PRICERENT,IDX2015,A,2012,84.90534958,NA
Australia,HOUSECOST,PRICERENT,IDX2015,A,2013,87.63146843,NA
Australia,HOUSECOST,PRICERENT,IDX2015,A,2014,93.22827181,NA
Australia,HOUSECOST,PRICERENT,IDX2015,A,2015,100,NA
Australia,HOUSECOST,PRICERENT,IDX2015,A,2016,104.7144941,NA
Australia,HOUSECOST,PRICERENT,IDX2015,A,2017,112.7467905,NA
Australia,HOUSECOST,PRICERENT,IDX2015,A,2018,110.408974,NA
Australia,HOUSECOST,PRICERENT,IDX2015,A,2019,105.540935,NA
Australia,HOUSECOST,PRICERENT,IDX2015,A,2020,112.2912181,NA
Australia,HOUSECOST,REAL,IDX2015,A,1970,26.58840416,NA
Australia,HOUSECOST,REAL,IDX2015,A,1971,27.71391981,NA
Australia,HOUSECOST,REAL,IDX2015,A,1972,29.1157835,NA
Australia,HOUSECOST,REAL,IDX2015,A,1973,32.26661153,NA
Australia,HOUSECOST,REAL,IDX2015,A,1974,34.25649811,NA
Australia,HOUSECOST,REAL,IDX2015,A,1975,32.42406112,NA
Australia,HOUSECOST,REAL,IDX2015,A,1976,31.69805426,NA
Australia,HOUSECOST,REAL,IDX2015,A,1977,31.09072147,NA
Australia,HOUSECOST,REAL,IDX2015,A,1978,30.14783789,NA
Australia,HOUSECOST,REAL,IDX2015,A,1979,31.12528706,NA
Australia,HOUSECOST,REAL,IDX2015,A,1980,31.88946317,NA
Australia,HOUSECOST,REAL,IDX2015,A,1981,33.61028799,NA
Australia,HOUSECOST,REAL,IDX2015,A,1982,31.5585848,NA
Australia,HOUSECOST,REAL,IDX2015,A,1983,30.52096587,NA
Australia,HOUSECOST,REAL,IDX2015,A,1984,31.99544144,NA
Australia,HOUSECOST,REAL,IDX2015,A,1985,33.06509543,NA
Australia,HOUSECOST,REAL,IDX2015,A,1986,32.70781499,NA
Australia,HOUSECOST,REAL,IDX2015,A,1987,32.09301093,NA
Australia,HOUSECOST,REAL,IDX2015,A,1988,36.73716682,NA
Australia,HOUSECOST,REAL,IDX2015,A,1989,43.05522069,NA
Australia,HOUSECOST,REAL,IDX2015,A,1990,41.06058368,NA
Australia,HOUSECOST,REAL,IDX2015,A,1991,40.60550568,NA
Australia,HOUSECOST,REAL,IDX2015,A,1992,40.4611263,NA
Australia,HOUSECOST,REAL,IDX2015,A,1993,40.66160041,NA
Australia,HOUSECOST,REAL,IDX2015,A,1994,41.45571796,NA
Australia,HOUSECOST,REAL,IDX2015,A,1995,40.82847995,NA
Australia,HOUSECOST,REAL,IDX2015,A,1996,40.38285085,NA
Australia,HOUSECOST,REAL,IDX2015,A,1997,41.40308749,NA
Australia,HOUSECOST,REAL,IDX2015,A,1998,43.84046716,NA
Australia,HOUSECOST,REAL,IDX2015,A,1999,46.52184061,NA
Australia,HOUSECOST,REAL,IDX2015,A,2000,48.70150006,NA
Australia,HOUSECOST,REAL,IDX2015,A,2001,52.38525921,NA
Australia,HOUSECOST,REAL,IDX2015,A,2002,60.45271367,NA
Australia,HOUSECOST,REAL,IDX2015,A,2003,69.75288308,NA
Australia,HOUSECOST,REAL,IDX2015,A,2004,73.02552975,NA
Australia,HOUSECOST,REAL,IDX2015,A,2005,72.78956546,NA
Australia,HOUSECOST,REAL,IDX2015,A,2006,75.10144855,NA
Australia,HOUSECOST,REAL,IDX2015,A,2007,80.49229349,NA
Australia,HOUSECOST,REAL,IDX2015,A,2008,81.1244392,NA
Australia,HOUSECOST,REAL,IDX2015,A,2009,82.24899014,NA
Australia,HOUSECOST,REAL,IDX2015,A,2010,89.88685743,NA
Australia,HOUSECOST,REAL,IDX2015,A,2011,85.89626817,NA
Australia,HOUSECOST,REAL,IDX2015,A,2012,83.60145634,NA
Australia,HOUSECOST,REAL,IDX2015,A,2013,87.02781183,NA
Australia,HOUSECOST,REAL,IDX2015,A,2014,93.09257159,NA
Australia,HOUSECOST,REAL,IDX2015,A,2015,100,NA
Australia,HOUSECOST,REAL,IDX2015,A,2016,104.5232365,NA
Australia,HOUSECOST,REAL,IDX2015,A,2017,111.8185435,NA
Australia,HOUSECOST,REAL,IDX2015,A,2018,108.4122031,NA
Australia,HOUSECOST,REAL,IDX2015,A,2019,102.1840525,NA
Australia,HOUSECOST,REAL,IDX2015,A,2020,106.7259042,NA
Australia,HOUSECOST,RENT,IDX2015,A,1973,9.366454921,NA
Australia,HOUSECOST,RENT,IDX2015,A,1974,10.4147668,NA
Australia,HOUSECOST,RENT,IDX2015,A,1975,12.12397652,NA
Australia,HOUSECOST,RENT,IDX2015,A,1976,13.90155174,NA
Australia,HOUSECOST,RENT,IDX2015,A,1977,15.42844443,NA
Australia,HOUSECOST,RENT,IDX2015,A,1978,16.70465209,NA
Australia,HOUSECOST,RENT,IDX2015,A,1979,18.11759726,NA
Australia,HOUSECOST,RENT,IDX2015,A,1980,19.34822742,NA
Australia,HOUSECOST,RENT,IDX2015,A,1981,20.92069512,NA
Australia,HOUSECOST,RENT,IDX2015,A,1982,23.38195292,NA
Australia,HOUSECOST,RENT,IDX2015,A,1983,25.45579068,NA
Australia,HOUSECOST,RENT,IDX2015,A,1984,27.32452342,NA
Australia,HOUSECOST,RENT,IDX2015,A,1985,29.64904871,NA
Australia,HOUSECOST,RENT,IDX2015,A,1986,32.70282659,NA
Australia,HOUSECOST,RENT,IDX2015,A,1987,36.07566701,NA
Australia,HOUSECOST,RENT,IDX2015,A,1988,40.20055253,NA
Australia,HOUSECOST,RENT,IDX2015,A,1989,44.0063855,NA
Australia,HOUSECOST,RENT,IDX2015,A,1990,46.62717083,NA
Australia,HOUSECOST,RENT,IDX2015,A,1991,48.15406352,NA
Australia,HOUSECOST,RENT,IDX2015,A,1992,48.60985608,NA
Australia,HOUSECOST,RENT,IDX2015,A,1993,48.8377461,NA
Australia,HOUSECOST,RENT,IDX2015,A,1994,49.17958615,NA
Australia,HOUSECOST,RENT,IDX2015,A,1995,50.02279375,NA
Australia,HOUSECOST,RENT,IDX2015,A,1996,51.54968644,NA
Australia,HOUSECOST,RENT,IDX2015,A,1997,53.05379163,NA
Australia,HOUSECOST,RENT,IDX2015,A,1998,54.67183933,NA
Australia,HOUSECOST,RENT,IDX2015,A,1999,56.13036202,NA
Australia,HOUSECOST,RENT,IDX2015,A,2000,57.86236223,NA
Australia,HOUSECOST,RENT,IDX2015,A,2001,59.66272246,NA
Australia,HOUSECOST,RENT,IDX2015,A,2002,61.14403514,NA
Australia,HOUSECOST,RENT,IDX2015,A,2003,62.28351029,NA
Australia,HOUSECOST,RENT,IDX2015,A,2004,63.85597798,NA
Australia,HOUSECOST,RENT,IDX2015,A,2005,65.26892316,NA
Australia,HOUSECOST,RENT,IDX2015,A,2006,67.38833842,NA
Australia,HOUSECOST,RENT,IDX2015,A,2007,71.08022889,NA
Australia,HOUSECOST,RENT,IDX2015,A,2008,76.64084708,NA
Australia,HOUSECOST,RENT,IDX2015,A,2009,81.74568272,NA
Australia,HOUSECOST,RENT,IDX2015,A,2010,85.30083316,NA
Australia,HOUSECOST,RENT,IDX2015,A,2011,89.22061115,NA
Australia,HOUSECOST,RENT,IDX2015,A,2012,92.91250161,NA
Australia,HOUSECOST,RENT,IDX2015,A,2013,95.966282,NA
Australia,HOUSECOST,RENT,IDX2015,A,2014,98.3819623,NA
Australia,HOUSECOST,RENT,IDX2015,A,2015,100,NA
Australia,HOUSECOST,RENT,IDX2015,A,2016,100.7520626,NA
Australia,HOUSECOST,RENT,IDX2015,A,2017,101.3901627,NA
Australia,HOUSECOST,RENT,IDX2015,A,2018,102.0510378,NA
Australia,HOUSECOST,RENT,IDX2015,A,2019,102.4157128,NA
Australia,HOUSECOST,RENT,IDX2015,A,2020,101.4585377,NA
Austria,HOUSECOST,NOMINAL,IDX2015,A,2000,58.58386076,NA
Austria,HOUSECOST,NOMINAL,IDX2015,A,2001,59.08182358,NA
Austria,HOUSECOST,NOMINAL,IDX2015,A,2002,59.41868078,NA
Austria,HOUSECOST,NOMINAL,IDX2015,A,2003,59.57978639,NA
Austria,HOUSECOST,NOMINAL,IDX2015,A,2004,58.43740111,NA
Austria,HOUSECOST,NOMINAL,IDX2015,A,2005,61.35194818,NA
Austria,HOUSECOST,NOMINAL,IDX2015,A,2006,63.87105419,NA
Austria,HOUSECOST,NOMINAL,IDX2015,A,2007,66.85883109,NA
Austria,HOUSECOST,NOMINAL,IDX2015,A,2008,67.57648339,NA
Austria,HOUSECOST,NOMINAL,IDX2015,A,2009,70.21275712,NA
Austria,HOUSECOST,NOMINAL,IDX2015,A,2010,76.7975,NA
Austria,HOUSECOST,NOMINAL,IDX2015,A,2011,81.5975,NA
Austria,HOUSECOST,NOMINAL,IDX2015,A,2012,87.57,NA
Austria,HOUSECOST,NOMINAL,IDX2015,A,2013,92.1,NA
Austria,HOUSECOST,NOMINAL,IDX2015,A,2014,95.33,NA
Austria,HOUSECOST,NOMINAL,IDX2015,A,2015,100,NA
Austria,HOUSECOST,NOMINAL,IDX2015,A,2016,108.5325,NA
Austria,HOUSECOST,NOMINAL,IDX2015,A,2017,114.26,NA
Austria,HOUSECOST,NOMINAL,IDX2015,A,2018,119.64,NA
Austria,HOUSECOST,NOMINAL,IDX2015,A,2019,126.6,NA
Austria,HOUSECOST,NOMINAL,IDX2015,A,2020,136.31125,NA
Austria,HOUSECOST,PRICEINCOME,IDX2015,A,2000,82.14813471,NA
Austria,HOUSECOST,PRICEINCOME,IDX2015,A,2001,81.7245399,NA
Austria,HOUSECOST,PRICEINCOME,IDX2015,A,2002,80.87367177,NA
Austria,HOUSECOST,PRICEINCOME,IDX2015,A,2003,78.64871509,NA
Austria,HOUSECOST,PRICEINCOME,IDX2015,A,2004,74.80242009,NA
Austria,HOUSECOST,PRICEINCOME,IDX2015,A,2005,74.07965722,NA
Austria,HOUSECOST,PRICEINCOME,IDX2015,A,2006,74.00597341,NA
Austria,HOUSECOST,PRICEINCOME,IDX2015,A,2007,74.18683602,NA
Austria,HOUSECOST,PRICEINCOME,IDX2015,A,2008,73.00497305,NA
Austria,HOUSECOST,PRICEINCOME,IDX2015,A,2009,76.02747779,NA
Austria,HOUSECOST,PRICEINCOME,IDX2015,A,2010,82.68888434,NA
Austria,HOUSECOST,PRICEINCOME,IDX2015,A,2011,85.89307756,NA
Austria,HOUSECOST,PRICEINCOME,IDX2015,A,2012,89.07759673,NA
Austria,HOUSECOST,PRICEINCOME,IDX2015,A,2013,94.16153487,NA
Austria,HOUSECOST,PRICEINCOME,IDX2015,A,2014,95.57866686,NA
Austria,HOUSECOST,PRICEINCOME,IDX2015,A,2015,100,NA
Austria,HOUSECOST,PRICEINCOME,IDX2015,A,2016,105.4628506,NA
Austria,HOUSECOST,PRICEINCOME,IDX2015,A,2017,108.0297055,NA
Austria,HOUSECOST,PRICEINCOME,IDX2015,A,2018,109.8382858,NA
Austria,HOUSECOST,PRICEINCOME,IDX2015,A,2019,113.1240667,NA
Austria,HOUSECOST,PRICEINCOME,IDX2015,A,2020,124.22887,NA
Austria,HOUSECOST,PRICERENT,IDX2015,A,2000,94.9300669,NA
Austria,HOUSECOST,PRICERENT,IDX2015,A,2001,93.10765892,NA
Austria,HOUSECOST,PRICERENT,IDX2015,A,2002,92.09618975,NA
Austria,HOUSECOST,PRICERENT,IDX2015,A,2003,88.47781431,NA
Austria,HOUSECOST,PRICERENT,IDX2015,A,2004,83.87094485,NA
Austria,HOUSECOST,PRICERENT,IDX2015,A,2005,85.12951786,NA
Austria,HOUSECOST,PRICERENT,IDX2015,A,2006,86.67587992,NA
Austria,HOUSECOST,PRICERENT,IDX2015,A,2007,88.97932143,NA
Austria,HOUSECOST,PRICERENT,IDX2015,A,2008,88.81663436,NA
Austria,HOUSECOST,PRICERENT,IDX2015,A,2009,88.16080464,NA
Austria,HOUSECOST,PRICERENT,IDX2015,A,2010,92.74935388,NA
Austria,HOUSECOST,PRICERENT,IDX2015,A,2011,95.38077194,NA
Austria,HOUSECOST,PRICERENT,IDX2015,A,2012,98.04931859,NA
Austria,HOUSECOST,PRICERENT,IDX2015,A,2013,100.0184106,NA
Austria,HOUSECOST,PRICERENT,IDX2015,A,2014,99.5794772,NA
Austria,HOUSECOST,PRICERENT,IDX2015,A,2015,100,NA
Austria,HOUSECOST,PRICERENT,IDX2015,A,2016,105.3096478,NA
Austria,HOUSECOST,PRICERENT,IDX2015,A,2017,106.464514,NA
Austria,HOUSECOST,PRICERENT,IDX2015,A,2018,107.4806785,NA
Austria,HOUSECOST,PRICERENT,IDX2015,A,2019,110.4477938,NA
Austria,HOUSECOST,PRICERENT,IDX2015,A,2020,114.2317498,NA
Austria,HOUSECOST,REAL,IDX2015,A,2000,77.9844799,NA
Austria,HOUSECOST,REAL,IDX2015,A,2001,76.82123684,NA
Austria,HOUSECOST,REAL,IDX2015,A,2002,76.4789492,NA
Austria,HOUSECOST,REAL,IDX2015,A,2003,75.52342059,NA
Austria,HOUSECOST,REAL,IDX2015,A,2004,72.8276247,NA
Austria,HOUSECOST,REAL,IDX2015,A,2005,74.65438869,NA
Austria,HOUSECOST,REAL,IDX2015,A,2006,76.12461376,NA
Austria,HOUSECOST,REAL,IDX2015,A,2007,77.75697912,NA
Austria,HOUSECOST,REAL,IDX2015,A,2008,76.97824238,NA
Austria,HOUSECOST,REAL,IDX2015,A,2009,79.71568647,NA
Austria,HOUSECOST,REAL,IDX2015,A,2010,85.68940301,NA
Austria,HOUSECOST,REAL,IDX2015,A,2011,88.25582067,NA
Austria,HOUSECOST,REAL,IDX2015,A,2012,92.53654877,NA
Austria,HOUSECOST,REAL,IDX2015,A,2013,95.32974253,NA
Austria,HOUSECOST,REAL,IDX2015,A,2014,96.72130517,NA
Austria,HOUSECOST,REAL,IDX2015,A,2015,100,NA
Austria,HOUSECOST,REAL,IDX2015,A,2016,106.9836796,NA
Austria,HOUSECOST,REAL,IDX2015,A,2017,110.6467731,NA
Austria,HOUSECOST,REAL,IDX2015,A,2018,113.5310318,NA
Austria,HOUSECOST,REAL,IDX2015,A,2019,117.9495075,NA
Austria,HOUSECOST,REAL,IDX2015,A,2020,125.5747918,NA
Austria,HOUSECOST,RENT,IDX2015,A,1966,6.677056939,NA
Austria,HOUSECOST,RENT,IDX2015,A,1967,7.074865125,NA
Austria,HOUSECOST,RENT,IDX2015,A,1968,7.570594932,NA
Austria,HOUSECOST,RENT,IDX2015,A,1969,8.123075385,NA
Austria,HOUSECOST,RENT,IDX2015,A,1970,9.042763502,NA
Austria,HOUSECOST,RENT,IDX2015,A,1971,10.20224822,NA
Austria,HOUSECOST,RENT,IDX2015,A,1972,11.23821789,NA
Austria,HOUSECOST,RENT,IDX2015,A,1973,12.54124888,NA
Austria,HOUSECOST,RENT,IDX2015,A,1974,13.18886905,NA
Austria,HOUSECOST,RENT,IDX2015,A,1975,14.5792491,NA
Austria,HOUSECOST,RENT,IDX2015,A,1976,17.14914603,NA
Austria,HOUSECOST,RENT,IDX2015,A,1977,18.96404297,NA
Austria,HOUSECOST,RENT,IDX2015,A,1978,19.98777254,NA
Austria,HOUSECOST,RENT,IDX2015,A,1979,20.70160273,NA
Austria,HOUSECOST,RENT,IDX2015,A,1980,21.39317859,NA
Austria,HOUSECOST,RENT,IDX2015,A,1981,22.68953187,NA
Austria,HOUSECOST,RENT,IDX2015,A,1982,25.2928103,NA
Austria,HOUSECOST,RENT,IDX2015,A,1983,28.90813114,NA
Austria,HOUSECOST,RENT,IDX2015,A,1984,31.10525988,NA
Austria,HOUSECOST,RENT,IDX2015,A,1985,33.2845814,NA
Austria,HOUSECOST,RENT,IDX2015,A,1986,34.59261481,NA
Austria,HOUSECOST,RENT,IDX2015,A,1987,35.7738023,NA
Austria,HOUSECOST,RENT,IDX2015,A,1988,36.54883306,NA
Austria,HOUSECOST,RENT,IDX2015,A,1989,37.51636916,NA
Austria,HOUSECOST,RENT,IDX2015,A,1990,39.08200966,NA
Austria,HOUSECOST,RENT,IDX2015,A,1991,40.97312615,NA
Austria,HOUSECOST,RENT,IDX2015,A,1992,43.62814859,NA
Austria,HOUSECOST,RENT,IDX2015,A,1993,45.89704273,NA
Austria,HOUSECOST,RENT,IDX2015,A,1994,48.82079473,NA
Austria,HOUSECOST,RENT,IDX2015,A,1995,52.51345744,NA
Austria,HOUSECOST,RENT,IDX2015,A,1996,55.70092956,NA
Austria,HOUSECOST,RENT,IDX2015,A,1997,57.73457549,NA
Austria,HOUSECOST,RENT,IDX2015,A,1998,59.47905588,NA
Austria,HOUSECOST,RENT,IDX2015,A,1999,60.70065866,NA
