Suburb,Month,Year,avg_price
CAULFIELD NORTH,July,2017,564904.6667
CAULFIELD NORTH,August,2017,1542500
CAULFIELD NORTH,September,2017,1080000
CAULFIELD SOUTH,April,2016,1043500
CAULFIELD SOUTH,May,2016,1447386.182
CAULFIELD SOUTH,July,2016,1197232.5
CAULFIELD SOUTH,August,2016,1021666.667
CAULFIELD SOUTH,September,2016,1296985
CAULFIELD SOUTH,October,2016,875500
CAULFIELD SOUTH,November,2016,1016576.333
CAULFIELD SOUTH,December,2016,1016973.75
CAULFIELD SOUTH,February,2017,1380801.833
CAULFIELD SOUTH,March,2017,1556848.75
CAULFIELD SOUTH,April,2017,965666.6667
CAULFIELD SOUTH,May,2017,1232342.143
CAULFIELD SOUTH,June,2017,1012700
CAULFIELD SOUTH,July,2017,1176000
CAULFIELD SOUTH,August,2017,1320749.714
CAULFIELD SOUTH,September,2017,1301700
CHADSTONE,February,2016,890000
CHADSTONE,April,2016,916500
CHADSTONE,May,2016,1030364.8
CHADSTONE,June,2016,882875
CHADSTONE,July,2016,1421706
CHADSTONE,August,2016,996132.4
CHADSTONE,September,2016,856133.4
CHADSTONE,October,2016,861040.5
CHADSTONE,November,2016,1038616.2
CHADSTONE,December,2016,1136375
CHADSTONE,February,2017,1064720.667
CHADSTONE,March,2017,934409
CHADSTONE,April,2017,977564.8
CHADSTONE,May,2017,914110.3333
CHADSTONE,June,2017,896875
CHADSTONE,July,2017,988018.5
CHADSTONE,August,2017,1035687.5
CHADSTONE,September,2017,1023016.444
CHELSEA,May,2017,600000
CHELSEA,June,2017,654333.3333
CHELSEA,July,2017,796333.3333
CHELSEA,August,2017,879167
CHELSEA,September,2017,905666.8
CHELSEA HEIGHTS,May,2017,691750
CHELSEA HEIGHTS,June,2017,732000
CHELSEA HEIGHTS,July,2017,835500
CHELSEA HEIGHTS,August,2017,717500
CHELSEA HEIGHTS,September,2017,805500
CHELTENHAM,May,2017,949733.1429
CHELTENHAM,June,2017,999157.8947
CHELTENHAM,July,2017,975752.7692
CHELTENHAM,August,2017,1066313.2
CHELTENHAM,September,2017,1000646.833
CHIRNSIDE PARK,May,2017,911982
CLARINDA,July,2017,852000
CLARINDA,August,2017,971433.3333
CLARINDA,September,2017,850000
CLAYTON,May,2017,975666.5
CLAYTON,June,2017,1149354.4
CLAYTON,July,2017,1220487.8
CLAYTON,August,2017,1055672.25
CLAYTON,September,2017,1666296
CLAYTON SOUTH,May,2017,1016666.667
CLAYTON SOUTH,June,2017,792500
CLAYTON SOUTH,July,2017,517500
CLAYTON SOUTH,August,2017,804711.5
CLAYTON SOUTH,September,2017,843437.5
CLIFTON HILL,May,2016,934173.6667
CLIFTON HILL,June,2016,946280.5
CLIFTON HILL,July,2016,1118887.333
CLIFTON HILL,August,2016,820000
CLIFTON HILL,September,2016,1269171.429
CLIFTON HILL,October,2016,1624107.25
CLIFTON HILL,November,2016,1128145.857
CLIFTON HILL,December,2016,1015666.667
CLIFTON HILL,February,2017,1550112.5
CLIFTON HILL,March,2017,1302360
CLIFTON HILL,April,2017,1041800
CLIFTON HILL,May,2017,1149418.417
CLIFTON HILL,June,2017,1193605.5
CLIFTON HILL,July,2017,1037204.2
CLIFTON HILL,August,2017,1566750
CLIFTON HILL,September,2017,1226200
COBURG,February,2016,675000
COBURG,April,2016,749722.2222
COBURG,May,2016,869829.0625
COBURG,June,2016,846128.6957
COBURG,July,2016,918276.5
COBURG,August,2016,832564.25
COBURG,September,2016,851823.6
COBURG,October,2016,902360
COBURG,November,2016,938780.7143
COBURG,December,2016,956870.6667
COBURG,February,2017,879209.6667
COBURG,March,2017,1001181.429
COBURG,April,2017,951046.8235
COBURG,May,2017,927263.8095
COBURG,June,2017,984378.8889
COBURG,July,2017,907015.3125
COBURG,August,2017,922954.5455
COBURG,September,2017,940624.0385
COBURG NORTH,April,2016,614336
COBURG NORTH,May,2016,723072.125
COBURG NORTH,June,2016,809418.5
COBURG NORTH,July,2016,784000
COBURG NORTH,August,2016,685074.5714
COBURG NORTH,September,2016,792975.8333
COBURG NORTH,October,2016,749166.6667
COBURG NORTH,November,2016,857000
COBURG NORTH,December,2016,817751.8333
COBURG NORTH,February,2017,730255.5
COBURG NORTH,March,2017,738196.5385
COBURG NORTH,April,2017,827561.6667
COBURG NORTH,May,2017,784431.7143
COBURG NORTH,June,2017,785820.75
COBURG NORTH,July,2017,805472.1667
COBURG NORTH,August,2017,705000
COBURG NORTH,September,2017,927251.8333
COLLINGWOOD,April,2016,1272500
COLLINGWOOD,May,2016,926785.7143
COLLINGWOOD,June,2016,901189
COLLINGWOOD,July,2016,562333.3333
COLLINGWOOD,August,2016,857318.5
COLLINGWOOD,September,2016,912888.8889
COLLINGWOOD,October,2016,994400
COLLINGWOOD,November,2016,765237.8
COLLINGWOOD,December,2016,1080594.5
COLLINGWOOD,February,2017,1015000
COLLINGWOOD,March,2017,820727.7857
COLLINGWOOD,April,2017,962625.8889
COLLINGWOOD,May,2017,1056430.5
COLLINGWOOD,June,2017,959519
COLLINGWOOD,July,2017,871657.1429
COLLINGWOOD,August,2017,575000
COLLINGWOOD,September,2017,922955.5714
COOLAROO,June,2017,390000
COOLAROO,July,2017,455000
COOLAROO,August,2017,460000
COOLAROO,September,2017,457000
CRAIGIEBURN,May,2017,570388.8889
CRAIGIEBURN,June,2017,523137.7727
CRAIGIEBURN,July,2017,566907.7857
CRAIGIEBURN,August,2017,565282.6818
CRAIGIEBURN,September,2017,554745.0455
CRANBOURNE,July,2017,572000
CRANBOURNE,August,2017,577502
CRANBOURNE NORTH,June,2017,585000
CRANBOURNE NORTH,July,2017,585000
CREMORNE,May,2016,1249833.5
CREMORNE,June,2016,1208333.333
CREMORNE,July,2016,933927.2
CREMORNE,August,2016,425000
CREMORNE,September,2016,1040000
CREMORNE,October,2016,813666.6667
CREMORNE,November,2016,1031992.25
CREMORNE,March,2017,650234.5
CREMORNE,April,2017,855000
CREMORNE,May,2017,1057666.667
CREMORNE,September,2017,1317083.5
CROYDON,May,2017,752195.2
CROYDON,June,2017,870070.0833
CROYDON,July,2017,824329.5
CROYDON,August,2017,860826.8182
CROYDON,September,2017,1041774.077
CROYDON HILLS,May,2017,870250
CROYDON HILLS,June,2017,860500
CROYDON HILLS,July,2017,940208.3333
CROYDON HILLS,September,2017,907000
CROYDON NORTH,May,2017,810000
CROYDON NORTH,June,2017,805375
CROYDON NORTH,July,2017,810000
CROYDON NORTH,August,2017,766000
CROYDON NORTH,September,2017,799000
CROYDON SOUTH,May,2017,800000
CROYDON SOUTH,September,2017,1020000
DALLAS,June,2017,359250
DALLAS,July,2017,439595.3333
DALLAS,August,2017,475000
DALLAS,September,2017,501000
DANDENONG,May,2017,612500
DANDENONG,June,2017,789833.3333
DANDENONG,July,2017,617106
DANDENONG,August,2017,568527.2
DANDENONG,September,2017,484192
DANDENONG NORTH,May,2017,623773
DANDENONG NORTH,June,2017,599621.2
DANDENONG NORTH,July,2017,666043.625
DANDENONG NORTH,August,2017,662166.5
DANDENONG NORTH,September,2017,584654.6
DEEPDENE,August,2017,1715000
DEER PARK,May,2017,508500
DEER PARK,June,2017,670333.3333
DEER PARK,July,2017,572500
DEER PARK,August,2017,590344.4
DEER PARK,September,2017,602098.4545
DELAHEY,June,2017,505000
DELAHEY,July,2017,538333.3333
DELAHEY,August,2017,475000
DELAHEY,September,2017,563875
DERRIMUT,May,2017,610000
DERRIMUT,July,2017,805000
DERRIMUT,September,2017,772500
DIAMOND CREEK,June,2017,588000
DIAMOND CREEK,July,2017,624666.6667
DIAMOND CREEK,August,2017,817666.6667
DIAMOND CREEK,September,2017,865250
DIGGERS REST,May,2017,435000
DIGGERS REST,August,2017,506000
DINGLEY VILLAGE,May,2017,925000
DINGLEY VILLAGE,June,2017,915333.3333
DINGLEY VILLAGE,July,2017,800057.1429
DINGLEY VILLAGE,August,2017,873000
DINGLEY VILLAGE,September,2017,1055812.5
DOCKLANDS,August,2016,1370000
DOCKLANDS,September,2016,1370000
DOCKLANDS,December,2016,360000
DOCKLANDS,April,2017,360000
DOCKLANDS,June,2017,1370000
DOCKLANDS,September,2017,360000
DONCASTER,February,2016,1320000
DONCASTER,April,2016,1119238.333
DONCASTER,May,2016,1203670.385
DONCASTER,June,2016,1172979.188
DONCASTER,July,2016,1130100
DONCASTER,August,2016,928509.875
DONCASTER,September,2016,1371525.083
DONCASTER,October,2016,993786.8571
DONCASTER,November,2016,1227812.435
DONCASTER,December,2016,1203393.929
DONCASTER,February,2017,1266052.875
DONCASTER,March,2017,1263065.111
DONCASTER,April,2017,1376076.438
DONCASTER,May,2017,1167705.8
DONCASTER,June,2017,1320226.25
DONCASTER,July,2017,1213548.833
DONCASTER,August,2017,1081513.167
DONCASTER,September,2017,1366101.917
DONCASTER EAST,May,2017,1491857.143
DONCASTER EAST,June,2017,1364110.25
DONCASTER EAST,July,2017,1353430.556
DONCASTER EAST,August,2017,1191340.1
DONCASTER EAST,September,2017,1318629.857
DONVALE,May,2017,1877700
DONVALE,June,2017,991312.5
DONVALE,July,2017,1061987.556
DONVALE,August,2017,1297333.333
DONVALE,September,2017,888166.6667
DOREEN,June,2017,494500
DOREEN,July,2017,530500
DOREEN,August,2017,472000
DOREEN,September,2017,481000
DOVETON,June,2017,509545.3333
DOVETON,July,2017,475386.3333
DOVETON,August,2017,454000
DOVETON,September,2017,517250
EAGLEMONT,April,2016,600000
EAGLEMONT,May,2016,525000
EAGLEMONT,June,2016,1711733.333
EAGLEMONT,July,2016,1125500
EAGLEMONT,August,2016,2221333.333
EAGLEMONT,September,2016,1838505.5
EAGLEMONT,October,2016,1990000
EAGLEMONT,November,2016,1748671.429
EAGLEMONT,December,2016,1059000
EAGLEMONT,February,2017,1435200
EAGLEMONT,March,2017,2850000
EAGLEMONT,April,2017,2072600
EAGLEMONT,May,2017,1750000
EAGLEMONT,June,2017,1510000
EAGLEMONT,July,2017,2054375
EAGLEMONT,August,2017,2051250
EAGLEMONT,September,2017,1218500
EAST MELBOURNE,May,2016,682500
EAST MELBOURNE,June,2016,1912000
EAST MELBOURNE,July,2016,1935000
EAST MELBOURNE,August,2016,948178.5714
EAST MELBOURNE,September,2016,565000
EAST MELBOURNE,October,2016,1051666.667
EAST MELBOURNE,November,2016,1912000
EAST MELBOURNE,December,2016,2553625
EAST MELBOURNE,February,2017,865187.5
EAST MELBOURNE,April,2017,925750
EAST MELBOURNE,May,2017,2542500
EAST MELBOURNE,June,2017,1666700
EAST MELBOURNE,July,2017,859050
EAST MELBOURNE,August,2017,801750
EAST MELBOURNE,September,2017,1857333.333
EDITHVALE,May,2017,1079166.667
EDITHVALE,June,2017,816516.6667
EDITHVALE,July,2017,941330
EDITHVALE,August,2017,990000
EDITHVALE,September,2017,832375
ELSTERNWICK,April,2016,1370400
ELSTERNWICK,May,2016,1055302.25
ELSTERNWICK,June,2016,1595299.25
ELSTERNWICK,August,2016,1807208.857
ELSTERNWICK,September,2016,928241.5
ELSTERNWICK,October,2016,1305985.667
ELSTERNWICK,November,2016,1439933
ELSTERNWICK,December,2016,1041125
ELSTERNWICK,March,2017,1545276
ELSTERNWICK,April,2017,923500
ELSTERNWICK,May,2017,1284922.429
ELSTERNWICK,June,2017,888745.2
ELSTERNWICK,July,2017,1105750
ELSTERNWICK,August,2017,1642200
ELSTERNWICK,September,2017,1250000
ELTHAM,May,2017,855000
ELTHAM,June,2017,883440.9
ELTHAM,July,2017,848000
ELTHAM,August,2017,895428.5714
ELTHAM,September,2017,894204.5
ELTHAM NORTH,May,2017,899148
ELTHAM NORTH,June,2017,896236
ELTHAM NORTH,July,2017,836400
ELTHAM NORTH,August,2017,927965.4286
ELTHAM NORTH,September,2017,902820.3333
ELWOOD,February,2016,1395000
ELWOOD,April,2016,927750
ELWOOD,May,2016,1202869.667
ELWOOD,June,2016,1103988.533
ELWOOD,July,2016,811815.5714
ELWOOD,August,2016,827995.875
ELWOOD,September,2016,968446.2353
ELWOOD,October,2016,629569.7143
ELWOOD,November,2016,1175118.931
ELWOOD,December,2016,758973.9167
ELWOOD,February,2017,760015.9286
ELWOOD,March,2017,987694.2
ELWOOD,April,2017,1107526.444
ELWOOD,May,2017,1219399.714
ELWOOD,June,2017,895012.9333
ELWOOD,July,2017,754285.4
ELWOOD,August,2017,1399699.5
ELWOOD,September,2017,1174356.056
EMERALD,July,2017,655000
ENDEAVOUR HILLS,July,2017,692916.6667
ENDEAVOUR HILLS,August,2017,580000
ENDEAVOUR HILLS,September,2017,655000
EPPING,May,2017,494250
EPPING,June,2017,597279.6
EPPING,July,2017,575345.52
EPPING,August,2017,589035.7143
EPPING,September,2017,567111.1111
ESSENDON,February,2016,911000
ESSENDON,April,2016,870500
ESSENDON,May,2016,1015178.278
ESSENDON,June,2016,920768.5
ESSENDON,July,2016,1224285.714
ESSENDON,August,2016,939982.8824
ESSENDON,September,2016,963700
ESSENDON,October,2016,1074837
ESSENDON,November,2016,1148263.852
ESSENDON,December,2016,1069060.692
ESSENDON,February,2017,1309050
ESSENDON,March,2017,1137816.4
ESSENDON,April,2017,873559.5
ESSENDON,May,2017,1090830.862
ESSENDON,June,2017,1009362.304
ESSENDON,July,2017,895916.6667
ESSENDON,August,2017,1418769.231
ESSENDON,September,2017,1110896.571
ESSENDON NORTH,May,2016,885000
ESSENDON NORTH,June,2016,960000
ESSENDON NORTH,July,2016,535038
ESSENDON NORTH,August,2016,872500
ESSENDON NORTH,September,2016,396000
ESSENDON NORTH,November,2016,765000
ESSENDON NORTH,February,2017,1425000
ESSENDON NORTH,March,2017,1360000
ESSENDON NORTH,April,2017,775700
ESSENDON NORTH,May,2017,651666.6667
ESSENDON NORTH,June,2017,663666.6667
ESSENDON NORTH,July,2017,1160000
ESSENDON NORTH,August,2017,933833.5
ESSENDON NORTH,September,2017,967200
ESSENDON WEST,April,2016,1003605
ESSENDON WEST,May,2016,1152468.75
ESSENDON WEST,June,2016,895121
ESSENDON WEST,July,2016,1078333.333
ESSENDON WEST,August,2016,906802.5
ESSENDON WEST,September,2016,966201.6667
ESSENDON WEST,October,2016,668750
ESSENDON WEST,November,2016,1030368.333
ESSENDON WEST,December,2016,1077500
ESSENDON WEST,February,2017,1003605
ESSENDON WEST,May,2017,1253666.667
ESSENDON WEST,June,2017,1390000
ESSENDON WEST,July,2017,1373718.75
ESSENDON WEST,September,2017,950000
FAIRFIELD,April,2016,1065000
FAIRFIELD,May,2016,1050158.571
FAIRFIELD,June,2016,1226361
FAIRFIELD,August,2016,1027800
FAIRFIELD,September,2016,1066456.375
FAIRFIELD,October,2016,1004666.667
FAIRFIELD,November,2016,980763.8333
FAIRFIELD,December,2016,801666.6667
FAIRFIELD,February,2017,1028791.5
FAIRFIELD,March,2017,1082802.4
FAIRFIELD,April,2017,1327583
FAIRFIELD,May,2017,1285727.8
FAIRFIELD,June,2017,1021159.75
FAIRFIELD,July,2017,1216666.667
FAIRFIELD,August,2017,930000
FAIRFIELD,September,2017,1170051.2
FAWKNER,February,2016,645000
FAWKNER,April,2016,627864
FAWKNER,May,2016,581802.5455
FAWKNER,June,2016,582455.6
FAWKNER,July,2016,576840.25
FAWKNER,August,2016,580208
FAWKNER,September,2016,638175.4286
FAWKNER,October,2016,558427.75
FAWKNER,November,2016,624941.8824
FAWKNER,December,2016,656892.8
FAWKNER,February,2017,711000
FAWKNER,March,2017,640375
FAWKNER,April,2017,615940.6154
FAWKNER,May,2017,740681.6154
FAWKNER,June,2017,740758.6667
FAWKNER,July,2017,726600
FAWKNER,August,2017,743333.3333
FAWKNER,September,2017,652354.5
FERNTREE GULLY,May,2017,643500
FERNTREE GULLY,June,2017,852100
FERNTREE GULLY,July,2017,887980.7273
FERNTREE GULLY,August,2017,770166.6667
FERNTREE GULLY,September,2017,788620
FITZROY,April,2016,1268608
FITZROY,May,2016,1057730
FITZROY,June,2016,853664.8
FITZROY,July,2016,1058828.75
FITZROY,August,2016,1595857.143
FITZROY,September,2016,1370728
FITZROY,November,2016,1438081.5
FITZROY,February,2017,364000
FITZROY,March,2017,1068882.667
FITZROY,April,2017,1188611.222
FITZROY,May,2017,1447925.929
FITZROY,June,2017,1364927.429
FITZROY,July,2017,641500
FITZROY,August,2017,1753487.308
FITZROY,September,2017,1561750
FITZROY NORTH,April,2016,1260286.4
FITZROY NORTH,May,2016,1780583.333
FITZROY NORTH,June,2016,767500
FITZROY NORTH,July,2016,1780733.333
FITZROY NORTH,August,2016,1104135.375
FITZROY NORTH,September,2016,1157662.889
FITZROY NORTH,October,2016,1254841.5
FITZROY NORTH,November,2016,1281622.167
FITZROY NORTH,December,2016,1249500
FITZROY NORTH,February,2017,1320558.5
FITZROY NORTH,March,2017,1142805.077
FITZROY NORTH,April,2017,1072073
FITZROY NORTH,May,2017,1227457.444
FITZROY NORTH,June,2017,1341847.429
FITZROY NORTH,July,2017,1186995.143
FITZROY NORTH,August,2017,1350135
FITZROY NORTH,September,2017,1406733.4
FLEMINGTON,April,2016,685333.3333
FLEMINGTON,May,2016,1025833.333
FLEMINGTON,June,2016,722500
FLEMINGTON,July,2016,453000
FLEMINGTON,August,2016,1065809.2
FLEMINGTON,September,2016,895337.1667
FLEMINGTON,October,2016,786500
FLEMINGTON,November,2016,672360.5714
FLEMINGTON,December,2016,533250
FLEMINGTON,February,2017,509254
FLEMINGTON,March,2017,482500
FLEMINGTON,April,2017,854485.6
FLEMINGTON,May,2017,890375
FLEMINGTON,June,2017,1489130.75
FLEMINGTON,July,2017,752500
FLEMINGTON,August,2017,992652.4
FLEMINGTON,September,2017,907187.5
FOOTSCRAY,February,2016,216000
FOOTSCRAY,April,2016,612373
FOOTSCRAY,May,2016,622601.8462
FOOTSCRAY,June,2016,615135.3571
FOOTSCRAY,July,2016,725661.9167
FOOTSCRAY,August,2016,754060.0769
FOOTSCRAY,September,2016,580713.5385
FOOTSCRAY,October,2016,648444.4444
FOOTSCRAY,November,2016,683907.9167
FOOTSCRAY,December,2016,865846.8333
FOOTSCRAY,February,2017,674013.2222
FOOTSCRAY,March,2017,593816.2
FOOTSCRAY,April,2017,894190.0833
FOOTSCRAY,May,2017,702226.1667
FOOTSCRAY,June,2017,624844.7
FOOTSCRAY,July,2017,685202.5294
FOOTSCRAY,August,2017,816000
FOOTSCRAY,September,2017,593900.3571
FOREST HILL,May,2017,886071.5
FOREST HILL,June,2017,982655.7143
FOREST HILL,July,2017,1017755.625
FOREST HILL,August,2017,949077.8571
FOREST HILL,September,2017,974247.7273
FRANKSTON,May,2017,649756.4
FRANKSTON,June,2017,735515.1111
FRANKSTON,July,2017,582532.4
FRANKSTON,August,2017,583000
FRANKSTON,September,2017,702600
FRANKSTON NORTH,June,2017,452000
FRANKSTON NORTH,July,2017,564500
FRANKSTON NORTH,August,2017,493000
FRANKSTON NORTH,September,2017,474500
FRANKSTON SOUTH,May,2017,1247377.8
FRANKSTON SOUTH,June,2017,860000
FRANKSTON SOUTH,July,2017,979666.6667
FRANKSTON SOUTH,August,2017,1062428.571
FRANKSTON SOUTH,September,2017,1146333.333
GARDENVALE,May,2016,393000
GARDENVALE,June,2016,440000
GARDENVALE,August,2016,2200000
GARDENVALE,November,2016,595000
GARDENVALE,February,2017,1250000
GARDENVALE,April,2017,1250000
GISBORNE,May,2017,470000
GISBORNE,June,2017,621000
GISBORNE,July,2017,584666.6667
GISBORNE,August,2017,775000
GISBORNE,September,2017,647366.6
GLADSTONE PARK,May,2017,668333.3333
GLADSTONE PARK,June,2017,691800
GLADSTONE PARK,July,2017,659200
GLADSTONE PARK,August,2017,622825
GLADSTONE PARK,September,2017,654500
GLEN HUNTLY,May,2016,718125
GLEN HUNTLY,June,2016,561750
GLEN HUNTLY,July,2016,640000
GLEN HUNTLY,August,2016,2575000
GLEN HUNTLY,September,2016,612500
GLEN HUNTLY,October,2016,820333.3333
GLEN HUNTLY,November,2016,820333.3333
GLEN HUNTLY,December,2016,780000
GLEN HUNTLY,February,2017,542500
GLEN HUNTLY,March,2017,1711000
GLEN HUNTLY,April,2017,534750
GLEN HUNTLY,May,2017,521250
GLEN HUNTLY,June,2017,1880000
GLEN HUNTLY,July,2017,450000
GLEN HUNTLY,August,2017,442000
GLEN HUNTLY,September,2017,590935.1667
GLEN IRIS,April,2016,1732183.2
GLEN IRIS,May,2016,1784125.5
GLEN IRIS,June,2016,1499693.667
GLEN IRIS,July,2016,1326899.583
GLEN IRIS,August,2016,1668100.533
GLEN IRIS,September,2016,1724711.357
GLEN IRIS,October,2016,1556856.8
GLEN IRIS,November,2016,1688363.667
GLEN IRIS,December,2016,1672982.75
GLEN IRIS,February,2017,1672224.308
GLEN IRIS,March,2017,1829573.19
GLEN IRIS,April,2017,1464348.75
GLEN IRIS,May,2017,1707549.303
GLEN IRIS,June,2017,1926305.048
GLEN IRIS,July,2017,1090678.176
GLEN IRIS,August,2017,1707477.458
GLEN IRIS,September,2017,1485344.75
GLEN WAVERLEY,May,2017,1205484
GLEN WAVERLEY,June,2017,1467769.643
GLEN WAVERLEY,July,2017,1304300.88
GLEN WAVERLEY,August,2017,1220833.833
GLEN WAVERLEY,September,2017,1347853.079
GLENROY,April,2016,529840.5
GLENROY,May,2016,550736.2
GLENROY,June,2016,614375.25
GLENROY,July,2016,596834.8571
GLENROY,August,2016,631961.5385
GLENROY,September,2016,603749.6538
GLENROY,October,2016,580401.375
GLENROY,November,2016,596749.5517
GLENROY,December,2016,662719.3333
GLENROY,February,2017,622790
GLENROY,March,2017,660114.5882
GLENROY,April,2017,726074.875
GLENROY,May,2017,697748.375
GLENROY,June,2017,692158.5333
GLENROY,July,2017,664565.44
GLENROY,August,2017,669541.6667
GLENROY,September,2017,719345.48
GOWANBRAE,April,2016,525000
GOWANBRAE,May,2016,713134
GOWANBRAE,June,2016,632500
GOWANBRAE,July,2016,730000
GOWANBRAE,August,2016,552000
GOWANBRAE,September,2016,593185.3333
GOWANBRAE,November,2016,671250
GOWANBRAE,December,2016,550000
GOWANBRAE,February,2017,626000
GOWANBRAE,March,2017,660333.3333
GOWANBRAE,April,2017,797000
GOWANBRAE,May,2017,990000
GOWANBRAE,June,2017,882500
GOWANBRAE,July,2017,900000
GOWANBRAE,August,2017,793000
GOWANBRAE,September,2017,740000
GREENSBOROUGH,May,2017,743113.75
GREENSBOROUGH,June,2017,927545.4545
GREENSBOROUGH,July,2017,821384.5714
GREENSBOROUGH,August,2017,788774.2143
GREENSBOROUGH,September,2017,815647.7647
GREENVALE,May,2017,735239.4286
GREENVALE,June,2017,805050
GREENVALE,July,2017,645951.3333
GREENVALE,August,2017,749000
GREENVALE,September,2017,747562.4444
HADFIELD,April,2016,510000
HADFIELD,May,2016,519400
HADFIELD,June,2016,651289.875
HADFIELD,July,2016,559000
HADFIELD,August,2016,709193.25
HADFIELD,September,2016,624363.6667
HADFIELD,October,2016,594666.6667
HADFIELD,November,2016,682988.2308
HADFIELD,December,2016,732431.6667
HADFIELD,February,2017,816296
HADFIELD,March,2017,784591
HADFIELD,April,2017,755000
HADFIELD,May,2017,759693.25
HADFIELD,June,2017,747295.5
HADFIELD,July,2017,652971.625
HADFIELD,August,2017,751886.5
HADFIELD,September,2017,770000
HALLAM,June,2017,640500
HALLAM,July,2017,981250
HALLAM,September,2017,661000
HAMPTON,April,2016,1567103.5
HAMPTON,May,2016,1465414.143
HAMPTON,June,2016,1410475.588
HAMPTON,July,2016,1273172.429
HAMPTON,August,2016,1756874.636
HAMPTON,September,2016,1863512.938
HAMPTON,October,2016,1176051.75
HAMPTON,November,2016,1866218.444
HAMPTON,December,2016,1570670.389
HAMPTON,February,2017,1390932.125
HAMPTON,March,2017,1531357.143
HAMPTON,April,2017,1289232.667
HAMPTON,May,2017,1718804.043
HAMPTON,June,2017,1493471.133
HAMPTON,July,2017,1621558.889
HAMPTON,August,2017,1858062.714
HAMPTON,September,2017,1989286.263
HAMPTON EAST,April,2016,1225000
HAMPTON EAST,May,2016,1124444.8
HAMPTON EAST,June,2016,852704
HAMPTON EAST,July,2016,1235000
HAMPTON EAST,August,2016,1107793.091
HAMPTON EAST,September,2016,1321112
HAMPTON EAST,October,2016,1117224
HAMPTON EAST,November,2016,1047537.333
HAMPTON EAST,December,2016,1118048
HAMPTON EAST,February,2017,951436.4
HAMPTON EAST,March,2017,669500
HAMPTON EAST,April,2017,976614.4286
HAMPTON EAST,May,2017,1222651
HAMPTON EAST,June,2017,1078500
HAMPTON EAST,July,2017,1069556
HAMPTON EAST,August,2017,1185963.25
HAMPTON EAST,September,2017,1022772.286
HAMPTON PARK,May,2017,561000
HAMPTON PARK,June,2017,547000
HAMPTON PARK,July,2017,511000
HAMPTON PARK,August,2017,642833.3333
HAWTHORN,April,2016,1904850.6
HAWTHORN,May,2016,1288945.474
HAWTHORN,June,2016,1461775.188
HAWTHORN,July,2016,890500
HAWTHORN,August,2016,1576312.423
HAWTHORN,September,2016,1365962.185
HAWTHORN,October,2016,1359378.5
HAWTHORN,November,2016,1145551.935
HAWTHORN,December,2016,1527639.381
HAWTHORN,February,2017,1593212.167
HAWTHORN,March,2017,1586384.867
HAWTHORN,April,2017,538238.3636
HAWTHORN,May,2017,1712910.906
HAWTHORN,June,2017,1702392.556
HAWTHORN,July,2017,870975.3684
HAWTHORN,August,2017,1392198.211
HAWTHORN,September,2017,1483570.091
HAWTHORN EAST,April,2016,1493283.75
HAWTHORN EAST,May,2016,1741940.182
HAWTHORN EAST,June,2016,1585629.667
HAWTHORN EAST,July,2016,1461627.2
HAWTHORN EAST,August,2016,1313671.611
HAWTHORN EAST,September,2016,1543198.313
HAWTHORN EAST,October,2016,1359361.7
HAWTHORN EAST,November,2016,1366732.8
HAWTHORN EAST,December,2016,1328237.333
HAWTHORN EAST,February,2017,1134870.571
HAWTHORN EAST,March,2017,2026561.25
HAWTHORN EAST,April,2017,786827.0909
HAWTHORN EAST,May,2017,1518458.65
HAWTHORN EAST,June,2017,1707913.313
HAWTHORN EAST,July,2017,973999.8
HAWTHORN EAST,August,2017,1201386.455
HAWTHORN EAST,September,2017,1905782.632
HEALESVILLE,July,2017,650000
HEATHMONT,June,2017,835233.3333
HEATHMONT,July,2017,987301.6667
HEATHMONT,August,2017,1094250
HEATHMONT,September,2017,921518.5714
HEIDELBERG,April,2016,780000
HEIDELBERG,May,2016,862451.8333
HEIDELBERG,June,2016,1053375
HEIDELBERG,July,2016,1152500
HEIDELBERG,August,2016,765000
HEIDELBERG,September,2016,1026403.455
HEIDELBERG,October,2016,577344
HEIDELBERG,November,2016,992897.5556
HEIDELBERG,December,2016,693289
HEIDELBERG,February,2017,1036122.333
HEIDELBERG,March,2017,717618.8
HEIDELBERG,April,2017,898436.4286
HEIDELBERG,May,2017,848836
HEIDELBERG,June,2017,986519.5
HEIDELBERG,July,2017,1063443
HEIDELBERG,August,2017,807500
HEIDELBERG,September,2017,1097500
HEIDELBERG HEIGHTS,April,2016,652000
HEIDELBERG HEIGHTS,May,2016,648325.1429
HEIDELBERG HEIGHTS,June,2016,653435.2
HEIDELBERG HEIGHTS,July,2016,677166.6667
HEIDELBERG HEIGHTS,August,2016,854879.3333
HEIDELBERG HEIGHTS,September,2016,716500
HEIDELBERG HEIGHTS,November,2016,705526.8571
HEIDELBERG HEIGHTS,December,2016,751012.8
HEIDELBERG HEIGHTS,February,2017,812093.75
HEIDELBERG HEIGHTS,March,2017,878666.6667
HEIDELBERG HEIGHTS,April,2017,713197
HEIDELBERG HEIGHTS,May,2017,782786.6667
HEIDELBERG HEIGHTS,June,2017,747783.5556
HEIDELBERG HEIGHTS,July,2017,740000
HEIDELBERG HEIGHTS,August,2017,829786.2222
HEIDELBERG HEIGHTS,September,2017,836197
HEIDELBERG WEST,April,2016,713125
HEIDELBERG WEST,May,2016,557361.1111
