Suburb,Month,Year,avg_price
HEIDELBERG WEST,June,2016,531791.75
HEIDELBERG WEST,July,2016,440500
HEIDELBERG WEST,August,2016,570000
HEIDELBERG WEST,September,2016,684519.8333
HEIDELBERG WEST,October,2016,577810.5
HEIDELBERG WEST,November,2016,693750
HEIDELBERG WEST,December,2016,642475.4
HEIDELBERG WEST,February,2017,737400
HEIDELBERG WEST,March,2017,667510.6667
HEIDELBERG WEST,April,2017,798000
HEIDELBERG WEST,May,2017,619915.7778
HEIDELBERG WEST,June,2017,875000
HEIDELBERG WEST,July,2017,642444.4444
HEIDELBERG WEST,August,2017,638550.8
HEIDELBERG WEST,September,2017,705333.3333
HIGHETT,May,2017,1418131.5
HIGHETT,June,2017,1088108.1
HIGHETT,July,2017,1147900.944
HIGHETT,August,2017,1299444.444
HIGHETT,September,2017,1069958.333
HILLSIDE,May,2017,629500
HILLSIDE,June,2017,541666.6667
HILLSIDE,July,2017,618975
HILLSIDE,August,2017,693509.3333
HILLSIDE,September,2017,693928.5714
HOPPERS CROSSING,May,2017,520319.2727
HOPPERS CROSSING,June,2017,584065.5714
HOPPERS CROSSING,July,2017,557132
HOPPERS CROSSING,August,2017,524389.2222
HOPPERS CROSSING,September,2017,556944.4074
HUGHESDALE,April,2016,455000
HUGHESDALE,May,2016,999438.6667
HUGHESDALE,June,2016,648000
HUGHESDALE,July,2016,915000
HUGHESDALE,August,2016,1282666.667
HUGHESDALE,September,2016,1079620.857
HUGHESDALE,October,2016,1123831.6
HUGHESDALE,November,2016,1060100
HUGHESDALE,December,2016,1325343.75
HUGHESDALE,February,2017,1394173
HUGHESDALE,March,2017,855000
HUGHESDALE,April,2017,812666.6667
HUGHESDALE,May,2017,1270165.429
HUGHESDALE,June,2017,865343.75
HUGHESDALE,July,2017,862666.6667
HUGHESDALE,August,2017,1285052.667
HUGHESDALE,September,2017,1044750
HUNTINGDALE,June,2017,1119400
HUNTINGDALE,July,2017,870000
HUNTINGDALE,August,2017,1190000
HUNTINGDALE,September,2017,1142500
HURSTBRIDGE,August,2017,790000
IVANHOE,April,2016,721979.4
IVANHOE,May,2016,1170882.091
IVANHOE,June,2016,1417316.111
IVANHOE,July,2016,997105.3333
IVANHOE,August,2016,1017014.5
IVANHOE,September,2016,1099112.154
IVANHOE,October,2016,1144754.857
IVANHOE,November,2016,1081579.118
IVANHOE,December,2016,747250
IVANHOE,February,2017,1296311.571
IVANHOE,March,2017,1550796.75
IVANHOE,April,2017,1338020.111
IVANHOE,May,2017,1289297.667
IVANHOE,June,2017,1189718.1
IVANHOE,July,2017,1569907.273
IVANHOE,August,2017,1157349.25
IVANHOE,September,2017,1222923.286
IVANHOE EAST,April,2016,1744182
IVANHOE EAST,May,2016,1858841
IVANHOE EAST,June,2016,1875000
IVANHOE EAST,July,2016,1085500
IVANHOE EAST,August,2016,1227500
IVANHOE EAST,October,2016,1840000
IVANHOE EAST,November,2016,2274000
IVANHOE EAST,December,2016,2295000
IVANHOE EAST,February,2017,2850000
IVANHOE EAST,May,2017,2041000
IVANHOE EAST,June,2017,1680272.8
IVANHOE EAST,July,2017,1880333.333
IVANHOE EAST,August,2017,2333333.333
IVANHOE EAST,September,2017,1471363.667
JACANA,February,2016,461000
JACANA,April,2016,352500
JACANA,May,2016,474166.6667
JACANA,June,2016,475500
JACANA,July,2016,421000
JACANA,August,2016,398000
JACANA,September,2016,460000
JACANA,November,2016,495000
JACANA,December,2016,488600
JACANA,February,2017,611000
JACANA,March,2017,544000
JACANA,April,2017,536266.6667
JACANA,May,2017,550875
JACANA,June,2017,556000
JACANA,July,2017,548114.2857
JACANA,August,2017,545000
JACANA,September,2017,564650
KEALBA,May,2016,407500
KEALBA,June,2016,375500
KEALBA,July,2016,563500
KEALBA,August,2016,583333.3333
KEALBA,September,2016,595364.5
KEALBA,October,2016,747500
KEALBA,November,2016,606000
KEALBA,December,2016,573500
KEALBA,March,2017,633455
KEALBA,April,2017,608000
KEALBA,May,2017,678500
KEALBA,June,2017,633455
KEALBA,July,2017,590000
KEALBA,September,2017,661000
KEILOR,May,2017,895000
KEILOR,June,2017,875000
KEILOR,July,2017,769750
KEILOR,August,2017,818500
KEILOR,September,2017,732833.3333
KEILOR DOWNS,May,2017,617000
KEILOR DOWNS,June,2017,637157.1429
KEILOR DOWNS,July,2017,649000
KEILOR DOWNS,August,2017,711800.2
KEILOR DOWNS,September,2017,700000
KEILOR EAST,April,2016,732500
KEILOR EAST,May,2016,688952.5333
KEILOR EAST,June,2016,772784.6154
KEILOR EAST,July,2016,827000
KEILOR EAST,August,2016,692508.4444
KEILOR EAST,September,2016,730143.1111
KEILOR EAST,October,2016,771250
KEILOR EAST,November,2016,816297.2308
KEILOR EAST,December,2016,766357.3333
KEILOR EAST,February,2017,600750
KEILOR EAST,March,2017,746687.5
KEILOR EAST,April,2017,816064
KEILOR EAST,May,2017,837424.25
KEILOR EAST,June,2017,1196521.25
KEILOR EAST,July,2017,909545.4545
KEILOR EAST,August,2017,957136.3636
KEILOR EAST,September,2017,908144.4444
KEILOR LODGE,July,2017,640000
KEILOR LODGE,September,2017,680000
KEILOR PARK,May,2016,615666.6667
KEILOR PARK,June,2016,544833.3333
KEILOR PARK,July,2016,685000
KEILOR PARK,September,2016,475000
KEILOR PARK,October,2016,685000
KEILOR PARK,November,2016,558666.6667
KEILOR PARK,December,2016,766000
KEILOR PARK,February,2017,843000
KEILOR PARK,March,2017,820500
KEILOR PARK,April,2017,716333.3333
KEILOR PARK,May,2017,752500
KEILOR PARK,June,2017,680000
KEILOR PARK,July,2017,701000
KEILOR PARK,August,2017,821000
KEILOR PARK,September,2017,680000
KENSINGTON,April,2016,891750
KENSINGTON,May,2016,863216.875
KENSINGTON,June,2016,588995.3636
KENSINGTON,July,2016,866500
KENSINGTON,August,2016,789158.8333
KENSINGTON,September,2016,858714.1
KENSINGTON,October,2016,977517.625
KENSINGTON,November,2016,898035.9
KENSINGTON,December,2016,680794.875
KENSINGTON,February,2017,975873
KENSINGTON,March,2017,792000
KENSINGTON,April,2017,824654.9167
KENSINGTON,May,2017,790611.1111
KENSINGTON,June,2017,851296.8462
KENSINGTON,July,2017,636739.9286
KENSINGTON,August,2017,1034250
KENSINGTON,September,2017,891450
KEW,April,2016,1805286.25
KEW,May,2016,2046840.556
KEW,June,2016,1748761.667
KEW,July,2016,1299690.778
KEW,August,2016,1984799.379
KEW,September,2016,1920079.382
KEW,October,2016,1621432.692
KEW,November,2016,1923601.176
KEW,December,2016,1779377.167
KEW,February,2017,1781368
KEW,March,2017,2177499.571
KEW,April,2017,1478768.333
KEW,May,2017,1770039.222
KEW,June,2017,1717396.143
KEW,July,2017,1313336.417
KEW,August,2017,1877610
KEW,September,2017,2151629.8
KEW EAST,April,2016,2081000
KEW EAST,May,2016,1661121
KEW EAST,June,2016,1770000
KEW EAST,July,2016,1615972
KEW EAST,August,2016,1277996
KEW EAST,September,2016,1474301.231
KEW EAST,October,2016,1944600
KEW EAST,November,2016,1657947.125
KEW EAST,December,2016,2121166.5
KEW EAST,February,2017,1378718
KEW EAST,March,2017,2119261
KEW EAST,April,2017,1960750
KEW EAST,May,2017,1407460.909
KEW EAST,June,2017,2003243
KEW EAST,July,2017,1325990.667
KEW EAST,August,2017,1733049.333
KEW EAST,September,2017,1722324.929
KEYSBOROUGH,May,2017,1017200
KEYSBOROUGH,June,2017,748500
KEYSBOROUGH,July,2017,754200
KEYSBOROUGH,August,2017,930000
KEYSBOROUGH,September,2017,806933.3333
KILSYTH,June,2017,721750
KILSYTH,July,2017,811000
KILSYTH,August,2017,764333.3333
KILSYTH,September,2017,762000
KINGS PARK,May,2017,520000
KINGS PARK,June,2017,553600
KINGS PARK,July,2017,538333.3333
KINGS PARK,August,2017,556800
KINGS PARK,September,2017,573300
KINGSBURY,May,2016,635000
KINGSBURY,June,2016,568500
KINGSBURY,July,2016,705500
KINGSBURY,August,2016,599000
KINGSBURY,October,2016,980000
KINGSBURY,November,2016,768722.25
KINGSBURY,December,2016,480000
KINGSBURY,February,2017,689000
KINGSBURY,March,2017,731000
KINGSBURY,May,2017,488000
KINGSBURY,June,2017,1025000.5
KINGSBURY,July,2017,672750
KINGSBURY,August,2017,900000
KINGSBURY,September,2017,632750
KINGSVILLE,May,2016,669000
KINGSVILLE,June,2016,1114226.667
KINGSVILLE,July,2016,720753.25
KINGSVILLE,August,2016,859812.5
KINGSVILLE,September,2016,892536
KINGSVILLE,October,2016,595000
KINGSVILLE,November,2016,998333.3333
KINGSVILLE,December,2016,895440
KINGSVILLE,February,2017,1085000
KINGSVILLE,March,2017,834253.25
KINGSVILLE,April,2017,860000
KINGSVILLE,May,2017,1014500
KINGSVILLE,June,2017,964226.6667
KINGSVILLE,July,2017,513892.5
KINGSVILLE,August,2017,735000
KINGSVILLE,September,2017,874063.3333
KNOXFIELD,May,2017,1060466.667
KNOXFIELD,July,2017,1040000
KNOXFIELD,August,2017,749500
KOOYONG,September,2016,926667
KOOYONG,October,2016,1290000
KOOYONG,November,2016,1538416.75
KOOYONG,February,2017,2447500
KOOYONG,March,2017,1706000
KOOYONG,June,2017,1188000
KOOYONG,July,2017,926667
KOOYONG,August,2017,1950000
KURUNJANG,July,2017,355666.6667
KURUNJANG,August,2017,373250
KURUNJANG,September,2017,296000
LALOR,May,2017,553000
LALOR,June,2017,582862.5
LALOR,July,2017,644312.5
LALOR,August,2017,628650
LALOR,September,2017,690409.0909
LANGWARRIN,June,2017,400000
LANGWARRIN,July,2017,603125
LANGWARRIN,August,2017,757375
LANGWARRIN,September,2017,554650
LOWER PLENTY,May,2017,650000
LOWER PLENTY,July,2017,936000
LOWER PLENTY,August,2017,764000
LOWER PLENTY,September,2017,936000
MAIDSTONE,February,2016,1063500
MAIDSTONE,April,2016,616661.6667
MAIDSTONE,May,2016,674000
MAIDSTONE,June,2016,572652.3333
MAIDSTONE,July,2016,706250
MAIDSTONE,August,2016,631823.7778
MAIDSTONE,September,2016,751356.0714
MAIDSTONE,October,2016,699812.5
MAIDSTONE,November,2016,854663.3333
MAIDSTONE,December,2016,652285.7143
MAIDSTONE,February,2017,666250
MAIDSTONE,March,2017,628239.25
MAIDSTONE,April,2017,721017.75
MAIDSTONE,May,2017,726918.5
MAIDSTONE,June,2017,717871.25
MAIDSTONE,July,2017,709683.4211
MAIDSTONE,August,2017,672062.5
MAIDSTONE,September,2017,710065.2857
MALVERN,April,2016,1437000
MALVERN,May,2016,1724318.5
MALVERN,June,2016,1905099.833
MALVERN,July,2016,1932232.111
MALVERN,August,2016,2723374.154
MALVERN,September,2016,1851407
MALVERN,October,2016,1136618.714
MALVERN,November,2016,1841384.813
MALVERN,December,2016,2561862.8
MALVERN,February,2017,2389282.636
MALVERN,March,2017,1904049.75
MALVERN,April,2017,1098481.333
MALVERN,May,2017,2060035.619
MALVERN,June,2017,2500948.308
MALVERN,July,2017,456500
MALVERN,August,2017,2098923.429
MALVERN,September,2017,1984944.294
MALVERN EAST,February,2016,350000
MALVERN EAST,April,2016,1347483.6
MALVERN EAST,May,2016,1463641.375
MALVERN EAST,June,2016,1352624.933
MALVERN EAST,July,2016,1420260.083
MALVERN EAST,August,2016,1655067.591
MALVERN EAST,September,2016,1286929.611
MALVERN EAST,October,2016,1499405.143
MALVERN EAST,November,2016,1395763.412
MALVERN EAST,December,2016,1841274.765
MALVERN EAST,February,2017,1632715.2
MALVERN EAST,March,2017,1516512.048
MALVERN EAST,April,2017,1508190.857
MALVERN EAST,May,2017,1582281.696
MALVERN EAST,June,2017,1947948.833
MALVERN EAST,July,2017,1338916.714
MALVERN EAST,August,2017,1867127.5
MALVERN EAST,September,2017,1542730
MARIBYRNONG,February,2016,560000
MARIBYRNONG,April,2016,827941
MARIBYRNONG,May,2016,737722.5652
MARIBYRNONG,June,2016,773950
MARIBYRNONG,July,2016,644203.1818
MARIBYRNONG,August,2016,769182.8
MARIBYRNONG,September,2016,869659.5
MARIBYRNONG,October,2016,916776.4
MARIBYRNONG,November,2016,742762.9412
MARIBYRNONG,December,2016,649897
MARIBYRNONG,February,2017,888000
MARIBYRNONG,March,2017,797509.8
MARIBYRNONG,April,2017,879400
MARIBYRNONG,May,2017,913478.5455
MARIBYRNONG,June,2017,885026.1111
MARIBYRNONG,July,2017,789259.2727
MARIBYRNONG,August,2017,1176911.7
MARIBYRNONG,September,2017,733965.1818
MCKINNON,May,2017,1250000
MCKINNON,June,2017,1348951.429
MCKINNON,July,2017,1168000
MCKINNON,August,2017,1426614.286
MCKINNON,September,2017,1393100
MEADOW HEIGHTS,June,2017,467000
MEADOW HEIGHTS,July,2017,471858
MEADOW HEIGHTS,August,2017,535000
MEADOW HEIGHTS,September,2017,496643.8
MELBOURNE,February,2016,520000
MELBOURNE,April,2016,600250
MELBOURNE,May,2016,681033.3529
MELBOURNE,June,2016,1028312.667
MELBOURNE,July,2016,693558.3333
MELBOURNE,August,2016,481257.4444
MELBOURNE,September,2016,675424.3077
MELBOURNE,October,2016,590855.1818
MELBOURNE,November,2016,618351.9375
MELBOURNE,December,2016,665802.3333
MELBOURNE,February,2017,871938
MELBOURNE,March,2017,869789.8889
MELBOURNE,April,2017,813543
MELBOURNE,May,2017,710214.2857
MELBOURNE,June,2017,701103.2
MELBOURNE,July,2017,599581.4
MELBOURNE,August,2017,645604.6667
MELBOURNE,September,2017,730051.25
MELTON,May,2017,295000
MELTON,June,2017,400514.4
MELTON,July,2017,422457.2
MELTON,August,2017,481333.3333
MELTON,September,2017,408800
MELTON SOUTH,May,2017,347500
MELTON SOUTH,June,2017,392118
MELTON SOUTH,July,2017,362314.0769
MELTON SOUTH,August,2017,398333.3333
MELTON SOUTH,September,2017,385983.2
MELTON WEST,May,2017,410000
MELTON WEST,June,2017,377500
MELTON WEST,July,2017,420529.25
MELTON WEST,August,2017,600000
MELTON WEST,September,2017,432773.8571
MENTONE,May,2017,1247500
MENTONE,June,2017,816100
MENTONE,July,2017,950400
MENTONE,August,2017,1147850
MENTONE,September,2017,902714.2857
MERNDA,May,2017,730000
MERNDA,June,2017,546927
MERNDA,July,2017,655727.625
MERNDA,August,2017,630400
MERNDA,September,2017,605723.1429
MICKLEHAM,July,2017,570000
MICKLEHAM,September,2017,450000
MIDDLE PARK,April,2016,1321206.333
MIDDLE PARK,May,2016,1020000
MIDDLE PARK,June,2016,2250333.333
MIDDLE PARK,July,2016,2366746
MIDDLE PARK,August,2016,1800000
MIDDLE PARK,September,2016,4500000
MIDDLE PARK,October,2016,1194769
MIDDLE PARK,November,2016,2375000
MIDDLE PARK,December,2016,2288500
MIDDLE PARK,February,2017,1920000
MIDDLE PARK,March,2017,2075384.5
MIDDLE PARK,April,2017,1747500
MIDDLE PARK,May,2017,2629723.8
MIDDLE PARK,June,2017,2485732.125
MIDDLE PARK,July,2017,2238619
MIDDLE PARK,August,2017,2603333.333
MIDDLE PARK,September,2017,2359055.429
MILL PARK,May,2017,619625
MILL PARK,June,2017,619027.6875
MILL PARK,July,2017,675019.2609
MILL PARK,August,2017,557240.5
MILL PARK,September,2017,663079.0952
MITCHAM,May,2017,895886.375
MITCHAM,June,2017,1046552.091
MITCHAM,July,2017,964777.7778
MITCHAM,August,2017,896780
MITCHAM,September,2017,1040994.941
MONT ALBERT,February,2016,750000
MONT ALBERT,May,2016,1114204.333
MONT ALBERT,June,2016,1720700
MONT ALBERT,July,2016,908000
MONT ALBERT,August,2016,1857353
MONT ALBERT,September,2016,1570975
MONT ALBERT,October,2016,1268333.333
MONT ALBERT,November,2016,1555387.5
MONT ALBERT,December,2016,1169495.2
MONT ALBERT,February,2017,3079706
MONT ALBERT,March,2017,2039497.667
MONT ALBERT,April,2017,1316955.2
MONT ALBERT,May,2017,1457041.667
MONT ALBERT,June,2017,1746266.667
MONT ALBERT,July,2017,1789295.2
MONT ALBERT,August,2017,1929706
MONT ALBERT,September,2017,1485365.222
MONTMORENCY,May,2017,960750
MONTMORENCY,June,2017,699000
MONTMORENCY,July,2017,921306.4
MONTMORENCY,August,2017,841720
MONTMORENCY,September,2017,813250
MONTROSE,July,2017,735000
MOONEE PONDS,April,2016,1278000
MOONEE PONDS,May,2016,1037698.857
MOONEE PONDS,June,2016,1140430.333
MOONEE PONDS,July,2016,1010504.714
MOONEE PONDS,August,2016,906541.4444
MOONEE PONDS,September,2016,934324.4545
MOONEE PONDS,October,2016,1146079.733
MOONEE PONDS,November,2016,981782.5385
MOONEE PONDS,December,2016,1241992.333
MOONEE PONDS,February,2017,1208333.333
MOONEE PONDS,March,2017,1212870.538
MOONEE PONDS,April,2017,1160222.813
MOONEE PONDS,May,2017,1377570.091
MOONEE PONDS,June,2017,989964.9375
MOONEE PONDS,July,2017,1245242.333
MOONEE PONDS,August,2017,1135125
MOONEE PONDS,September,2017,1087860.4
MOORABBIN,February,2016,1417250
MOORABBIN,April,2016,910000
MOORABBIN,May,2016,974884.2
MOORABBIN,June,2016,996925
MOORABBIN,July,2016,824857.1429
MOORABBIN,August,2016,919280.6667
MOORABBIN,September,2016,962458.3333
MOORABBIN,October,2016,935710.5
MOORABBIN,November,2016,863250
MOORABBIN,December,2016,988025
MOORABBIN,February,2017,1076312.5
MOORABBIN,March,2017,1073750
MOORABBIN,April,2017,1021405
MOORABBIN,May,2017,931750
MOORABBIN,June,2017,1190960.5
MOORABBIN,July,2017,1087500
MOORABBIN,August,2017,1087666.667
MOORABBIN,September,2017,1044375
MOOROOLBARK,June,2017,723350
MOOROOLBARK,July,2017,729898.8571
MOOROOLBARK,August,2017,780908.4
MOOROOLBARK,September,2017,749010.5
MORDIALLOC,June,2017,981623.3636
MORDIALLOC,July,2017,875666.6667
MORDIALLOC,August,2017,1377000
MORDIALLOC,September,2017,903485.7143
MOUNT EVELYN,June,2017,620000
MOUNT EVELYN,August,2017,515000
MOUNT WAVERLEY,May,2017,1292428.125
MOUNT WAVERLEY,June,2017,1241051.96
MOUNT WAVERLEY,July,2017,1444873.606
MOUNT WAVERLEY,August,2017,1457993.5
MOUNT WAVERLEY,September,2017,1388312.2
MULGRAVE,May,2017,1001304.5
MULGRAVE,June,2017,1010803.308
MULGRAVE,July,2017,1509784.063
MULGRAVE,August,2017,922333.3333
MULGRAVE,September,2017,912083.3333
MURRUMBEENA,February,2016,1206607
MURRUMBEENA,April,2016,963303.5
MURRUMBEENA,May,2016,1156633.3
MURRUMBEENA,June,2016,1038439.364
MURRUMBEENA,July,2016,921125
MURRUMBEENA,August,2016,1075215.556
MURRUMBEENA,September,2016,632571.5
MURRUMBEENA,October,2016,864857.2
MURRUMBEENA,November,2016,1060000
MURRUMBEENA,December,2016,1146816.167
MURRUMBEENA,February,2017,1046000
MURRUMBEENA,March,2017,1048767.833
MURRUMBEENA,April,2017,713761.1111
MURRUMBEENA,May,2017,1157161.667
MURRUMBEENA,June,2017,1017797.571
MURRUMBEENA,July,2017,1073961.091
MURRUMBEENA,August,2017,1237803.5
MURRUMBEENA,September,2017,1040255.182
NARRE WARREN,May,2017,736167
NARRE WARREN,June,2017,581250
NARRE WARREN,July,2017,617232
NARRE WARREN,August,2017,612500
NARRE WARREN,September,2017,763222.3333
NEW GISBORNE,September,2017,690000
NEWPORT,April,2016,743714.2857
NEWPORT,May,2016,1030425.267
NEWPORT,June,2016,963942.9167
NEWPORT,July,2016,871536.75
NEWPORT,August,2016,1213720.444
NEWPORT,September,2016,956540.8235
NEWPORT,October,2016,906143.7778
NEWPORT,November,2016,998736.7857
NEWPORT,December,2016,924666.6667
NEWPORT,February,2017,1088571.429
NEWPORT,March,2017,946032.6667
NEWPORT,April,2017,1201688.895
NEWPORT,May,2017,1254562.692
NEWPORT,June,2017,1063699
NEWPORT,July,2017,867533.25
NEWPORT,August,2017,942847.25
NEWPORT,September,2017,1083991.438
NIDDRIE,April,2016,963000
NIDDRIE,May,2016,897246.4545
NIDDRIE,June,2016,784205.2222
NIDDRIE,July,2016,741916.6667
NIDDRIE,August,2016,1002500
NIDDRIE,September,2016,959062.5
NIDDRIE,October,2016,727500
NIDDRIE,November,2016,943300
NIDDRIE,December,2016,906333.3333
NIDDRIE,February,2017,809950
NIDDRIE,March,2017,1197000
NIDDRIE,April,2017,1002142.857
NIDDRIE,May,2017,889100
NIDDRIE,June,2017,1328569.4
NIDDRIE,July,2017,979000
NIDDRIE,August,2017,1165141.167
NIDDRIE,September,2017,1137888.889
NOBLE PARK,May,2017,715883.3333
NOBLE PARK,June,2017,681323.3333
NOBLE PARK,July,2017,634584.6667
NOBLE PARK,August,2017,585772.75
NOBLE PARK,September,2017,574314.6
NORTH MELBOURNE,April,2016,793598
NORTH MELBOURNE,May,2016,781344.8571
NORTH MELBOURNE,June,2016,1016250
NORTH MELBOURNE,July,2016,596857
NORTH MELBOURNE,August,2016,756034.5
NORTH MELBOURNE,September,2016,1282525
NORTH MELBOURNE,October,2016,993187.5
NORTH MELBOURNE,November,2016,624111.0714
NORTH MELBOURNE,December,2016,708553.5
NORTH MELBOURNE,February,2017,1064931.333
NORTH MELBOURNE,March,2017,1003000
NORTH MELBOURNE,April,2017,729566.6667
NORTH MELBOURNE,May,2017,1408948.5
NORTH MELBOURNE,June,2017,744569.7778
NORTH MELBOURNE,July,2017,742533.3333
NORTH MELBOURNE,August,2017,1061829.333
NORTH MELBOURNE,September,2017,973870.4286
NORTH WARRANDYTE,June,2017,1550000
NORTH WARRANDYTE,September,2017,902000
NORTHCOTE,February,2016,882474
NORTHCOTE,April,2016,1271000
NORTHCOTE,May,2016,1189890.857
NORTHCOTE,June,2016,1352909.625
NORTHCOTE,July,2016,1590570.909
NORTHCOTE,August,2016,1250894.167
NORTHCOTE,September,2016,1139151.929
NORTHCOTE,October,2016,1295418.8
NORTHCOTE,November,2016,1260668
NORTHCOTE,December,2016,1154601.636
NORTHCOTE,February,2017,977329
NORTHCOTE,March,2017,1281496.267
NORTHCOTE,April,2017,1059594.154
NORTHCOTE,May,2017,1356676.095
NORTHCOTE,June,2017,1096805.714
NORTHCOTE,July,2017,1214721.526
NORTHCOTE,August,2017,1284182
NORTHCOTE,September,2017,1238706.485
NOTTING HILL,June,2017,840000
NOTTING HILL,July,2017,1211000
NOTTING HILL,August,2017,1001000
NOTTING HILL,September,2017,1164500
NUNAWADING,May,2017,1194000
NUNAWADING,June,2017,1040214.308
NUNAWADING,July,2017,957287.25
NUNAWADING,August,2017,1011737.286
NUNAWADING,September,2017,946547.6667
OAK PARK,April,2016,728179.6667
OAK PARK,May,2016,799561.1667
OAK PARK,June,2016,785400
OAK PARK,July,2016,752750
OAK PARK,August,2016,689419.7143
OAK PARK,September,2016,694295.3333
OAK PARK,October,2016,745565.6667
OAK PARK,November,2016,832288.2222
OAK PARK,December,2016,723421
OAK PARK,February,2017,872769.5
OAK PARK,March,2017,967750
OAK PARK,April,2017,781299.25
OAK PARK,May,2017,1023833.333
OAK PARK,June,2017,838937.7273
OAK PARK,July,2017,934333.3333
OAK PARK,August,2017,928000
OAK PARK,September,2017,860500
OAKLEIGH,April,2016,995167
OAKLEIGH,May,2016,837500
OAKLEIGH,June,2016,823833.375
OAKLEIGH,July,2016,838533.25
OAKLEIGH,August,2016,703250
OAKLEIGH,September,2016,1016345.75
OAKLEIGH,October,2016,884069.5
OAKLEIGH,November,2016,1158569.636
OAKLEIGH,February,2017,1243566.5
OAKLEIGH,March,2017,975733.4
OAKLEIGH,April,2017,1717500
OAKLEIGH,May,2017,1121285.714
OAKLEIGH,June,2017,1493000
OAKLEIGH,July,2017,1323389
OAKLEIGH,August,2017,1216666.667
OAKLEIGH,September,2017,974402.8333
OAKLEIGH EAST,May,2017,1102000
OAKLEIGH EAST,June,2017,1046444.5
OAKLEIGH EAST,July,2017,941666.6667
OAKLEIGH EAST,August,2017,905000
OAKLEIGH EAST,September,2017,1102666.667
OAKLEIGH SOUTH,February,2016,876000
OAKLEIGH SOUTH,May,2016,858857.8
OAKLEIGH SOUTH,June,2016,791679.6667
OAKLEIGH SOUTH,July,2016,901211.75
OAKLEIGH SOUTH,August,2016,1144250
OAKLEIGH SOUTH,September,2016,886812.5
OAKLEIGH SOUTH,October,2016,979250
OAKLEIGH SOUTH,November,2016,917988.9412
OAKLEIGH SOUTH,December,2016,1101750
OAKLEIGH SOUTH,February,2017,1046133.4
OAKLEIGH SOUTH,March,2017,1089757.8
OAKLEIGH SOUTH,April,2017,988724.625
OAKLEIGH SOUTH,May,2017,1103322.25
OAKLEIGH SOUTH,June,2017,1154921
OAKLEIGH SOUTH,July,2017,1018487.909
OAKLEIGH SOUTH,August,2017,966639.6
OAKLEIGH SOUTH,September,2017,1090901
OFFICER,July,2017,559000
ORMOND,February,2016,250000
ORMOND,April,2016,990700
ORMOND,May,2016,727666.6667
ORMOND,June,2016,1133400
ORMOND,July,2016,792000
ORMOND,August,2016,1250714.286
ORMOND,September,2016,1348626.875
ORMOND,October,2016,1414285.714
ORMOND,November,2016,1113722.222
ORMOND,December,2016,1392217
ORMOND,February,2017,960333.3333
ORMOND,March,2017,1369534.286
ORMOND,April,2017,1194360
ORMOND,May,2017,1311407.778
ORMOND,June,2017,647000
ORMOND,July,2017,727440.8333
ORMOND,August,2017,1143838.5
ORMOND,September,2017,1293644.444
PAKENHAM,May,2017,488200
PAKENHAM,June,2017,460250
PAKENHAM,July,2017,539250
PAKENHAM,August,2017,442000
PARKDALE,May,2017,1386500
PARKDALE,June,2017,1179629.667
PARKDALE,July,2017,1071493.111
PARKDALE,August,2017,1162714.286
PARKDALE,September,2017,968192
PARKVILLE,April,2016,436562
PARKVILLE,May,2016,1340000
PARKVILLE,June,2016,2118464.5
PARKVILLE,July,2016,638000
PARKVILLE,August,2016,1147650
PARKVILLE,September,2016,1579000
PARKVILLE,October,2016,1029900
PARKVILLE,November,2016,1276916.667
PARKVILLE,December,2016,1360000
PARKVILLE,February,2017,637890
PARKVILLE,April,2017,500000
PARKVILLE,May,2017,2120200
PARKVILLE,June,2017,1250225
PARKVILLE,July,2017,965280
PARKVILLE,August,2017,1130560
PASCOE VALE,April,2016,672535.1111
PASCOE VALE,May,2016,613384
PASCOE VALE,June,2016,657452.7273
PASCOE VALE,July,2016,675573.8462
PASCOE VALE,August,2016,636065.4118
PASCOE VALE,September,2016,759126.8571
PASCOE VALE,October,2016,808301.4545
PASCOE VALE,November,2016,806938.5833
PASCOE VALE,December,2016,783467.6667
PASCOE VALE,February,2017,750806.2
PASCOE VALE,March,2017,881859.75
PASCOE VALE,April,2017,789794.2222
PASCOE VALE,May,2017,742528.9333
PASCOE VALE,June,2017,809014.5833
PASCOE VALE,July,2017,808737.3793
PASCOE VALE,August,2017,695851.7647
PASCOE VALE,September,2017,795482.7368
PATTERSON LAKES,June,2017,670000
PATTERSON LAKES,August,2017,670000
PATTERSON LAKES,September,2017,670000
PLUMPTON,September,2017,625500
POINT COOK,May,2017,686000
POINT COOK,June,2017,645689.4
POINT COOK,July,2017,663120.2
POINT COOK,August,2017,620600
POINT COOK,September,2017,666631.5455
PORT MELBOURNE,February,2016,550000
PORT MELBOURNE,April,2016,1183750.556
PORT MELBOURNE,May,2016,1171272.464
PORT MELBOURNE,June,2016,1071209.765
PORT MELBOURNE,July,2016,1310857
PORT MELBOURNE,August,2016,1015216.091
PORT MELBOURNE,September,2016,1139587.667
PORT MELBOURNE,October,2016,1326166.5
PORT MELBOURNE,November,2016,1214239.75
PORT MELBOURNE,December,2016,1416986.294
PORT MELBOURNE,February,2017,1381707
PORT MELBOURNE,March,2017,1320490.143
PORT MELBOURNE,April,2017,1335130.9
PORT MELBOURNE,May,2017,1281866.333
PORT MELBOURNE,June,2017,1194655.25
PORT MELBOURNE,July,2017,1361114.182
PORT MELBOURNE,August,2017,1591273.636
PORT MELBOURNE,September,2017,1371851.308
PRAHRAN,April,2016,1113061.556
