CouncilArea,Suburb,DateMonth,avg_price
Manningham,Warrandyte,1/01/2016,1170600
Manningham,Warrandyte,1/02/2016,1170600
Manningham,Warrandyte,1/03/2016,1170600
Manningham,Warrandyte,1/04/2016,1170600
Manningham,Warrandyte,1/05/2016,1170600
Manningham,Warrandyte,1/06/2016,1170600
Manningham,Warrandyte,1/07/2016,1170600
Manningham,Warrandyte,1/08/2016,1170600
Manningham,Warrandyte,1/09/2016,1170600
Manningham,Warrandyte,1/10/2016,1170600
Manningham,Warrandyte,1/11/2016,1170600
Manningham,Warrandyte,1/12/2016,1170600
Manningham,Warrandyte,1/01/2017,1170600
Manningham,Warrandyte,1/02/2017,1170600
Manningham,Warrandyte,1/03/2017,1170600
Manningham,Warrandyte,1/04/2017,1170600
Manningham,Warrandyte,1/05/2017,1050000
Manningham,Warrandyte,1/06/2017,1025000
Manningham,Warrandyte,1/07/2017,1028000
Manningham,Warrandyte,1/08/2017,1600000
Manningham,Warrandyte,1/09/2017,1150000
Manningham,Warrandyte,1/10/2017,1170600
Manningham,Warrandyte,1/11/2017,1170600
Manningham,Warrandyte,1/12/2017,1170600
Stonnington,Armadale,1/01/2016,1616498
Stonnington,Armadale,1/02/2016,1616498
Stonnington,Armadale,1/03/2016,1616498
Stonnington,Armadale,1/04/2016,1894136
Stonnington,Armadale,1/05/2016,1646802
Stonnington,Armadale,1/06/2016,1756465
Stonnington,Armadale,1/07/2016,958985
Stonnington,Armadale,1/08/2016,1312012
Stonnington,Armadale,1/09/2016,2019816
Stonnington,Armadale,1/10/2016,1910188
Stonnington,Armadale,1/11/2016,2026238
Stonnington,Armadale,1/12/2016,1407514
Stonnington,Armadale,1/01/2017,1616498
Stonnington,Armadale,1/02/2017,1524587
Stonnington,Armadale,1/03/2017,1515272
Stonnington,Armadale,1/04/2017,1031830
Stonnington,Armadale,1/05/2017,1629191
Stonnington,Armadale,1/06/2017,2305439
Stonnington,Armadale,1/07/2017,734142
Stonnington,Armadale,1/08/2017,1702781
Stonnington,Armadale,1/09/2017,2105063
Stonnington,Armadale,1/10/2017,1616498
Stonnington,Armadale,1/11/2017,1616498
Stonnington,Armadale,1/12/2017,1616498
Stonnington,Glen Iris,1/01/2016,1341176
Stonnington,Glen Iris,1/02/2016,1341176
Stonnington,Glen Iris,1/03/2016,1341176
Stonnington,Glen Iris,1/04/2016,1609732
Stonnington,Glen Iris,1/05/2016,1775962
Stonnington,Glen Iris,1/06/2016,1483453
Stonnington,Glen Iris,1/07/2016,966583
Stonnington,Glen Iris,1/08/2016,925000
Stonnington,Glen Iris,1/09/2016,2256714
Stonnington,Glen Iris,1/10/2016,1238922
Stonnington,Glen Iris,1/11/2016,1162374
Stonnington,Glen Iris,1/12/2016,452000
Stonnington,Glen Iris,1/01/2017,1341176
Stonnington,Glen Iris,1/02/2017,1362866
Stonnington,Glen Iris,1/03/2017,1847497
Stonnington,Glen Iris,1/04/2017,987000
Stonnington,Glen Iris,1/05/2017,1725530
Stonnington,Glen Iris,1/06/2017,1999290
Stonnington,Glen Iris,1/07/2017,550890
Stonnington,Glen Iris,1/08/2017,1115000
Stonnington,Glen Iris,1/09/2017,1341176
Stonnington,Glen Iris,1/10/2017,1341176
Stonnington,Glen Iris,1/11/2017,1341176
Stonnington,Glen Iris,1/12/2017,1341176
Stonnington,Kooyong,1/01/2016,1496656
Stonnington,Kooyong,1/02/2016,1496656
Stonnington,Kooyong,1/03/2016,1496656
Stonnington,Kooyong,1/04/2016,1496656
Stonnington,Kooyong,1/05/2016,1496656
Stonnington,Kooyong,1/06/2016,1496656
Stonnington,Kooyong,1/07/2016,1496656
Stonnington,Kooyong,1/08/2016,1496656
Stonnington,Kooyong,1/09/2016,926667
Stonnington,Kooyong,1/10/2016,1290000
Stonnington,Kooyong,1/11/2016,1538417
Stonnington,Kooyong,1/12/2016,1496656
Stonnington,Kooyong,1/01/2017,1496656
Stonnington,Kooyong,1/02/2017,2447500
Stonnington,Kooyong,1/03/2017,1706000
Stonnington,Kooyong,1/04/2017,1496656
Stonnington,Kooyong,1/05/2017,1496656
Stonnington,Kooyong,1/06/2017,1188000
Stonnington,Kooyong,1/07/2017,926667
Stonnington,Kooyong,1/08/2017,1950000
Stonnington,Kooyong,1/09/2017,1496656
Stonnington,Kooyong,1/10/2017,1496656
Stonnington,Kooyong,1/11/2017,1496656
Stonnington,Kooyong,1/12/2017,1496656
Stonnington,Malvern,1/01/2016,1859204
Stonnington,Malvern,1/02/2016,1859204
Stonnington,Malvern,1/03/2016,1859204
Stonnington,Malvern,1/04/2016,1437000
Stonnington,Malvern,1/05/2016,1724318
Stonnington,Malvern,1/06/2016,1905100
Stonnington,Malvern,1/07/2016,1932232
Stonnington,Malvern,1/08/2016,2723374
Stonnington,Malvern,1/09/2016,1851407
Stonnington,Malvern,1/10/2016,1136619
Stonnington,Malvern,1/11/2016,1841385
Stonnington,Malvern,1/12/2016,2561863
Stonnington,Malvern,1/01/2017,1859204
Stonnington,Malvern,1/02/2017,2389283
Stonnington,Malvern,1/03/2017,1904050
Stonnington,Malvern,1/04/2017,1098481
Stonnington,Malvern,1/05/2017,2060036
Stonnington,Malvern,1/06/2017,2500948
Stonnington,Malvern,1/07/2017,456500
Stonnington,Malvern,1/08/2017,2098923
Stonnington,Malvern,1/09/2017,1984944
Stonnington,Malvern,1/10/2017,1859204
Stonnington,Malvern,1/11/2017,1859204
Stonnington,Malvern,1/12/2017,1859204
Stonnington,Malvern East,1/01/2016,1474937
Stonnington,Malvern East,1/02/2016,350000
Stonnington,Malvern East,1/03/2016,1474937
Stonnington,Malvern East,1/04/2016,1347484
Stonnington,Malvern East,1/05/2016,1463641
Stonnington,Malvern East,1/06/2016,1352625
Stonnington,Malvern East,1/07/2016,1420260
Stonnington,Malvern East,1/08/2016,1655068
Stonnington,Malvern East,1/09/2016,1286930
Stonnington,Malvern East,1/10/2016,1499405
Stonnington,Malvern East,1/11/2016,1395763
Stonnington,Malvern East,1/12/2016,1841275
Stonnington,Malvern East,1/01/2017,1474937
Stonnington,Malvern East,1/02/2017,1632715
Stonnington,Malvern East,1/03/2017,1516512
Stonnington,Malvern East,1/04/2017,1508191
Stonnington,Malvern East,1/05/2017,1582282
Stonnington,Malvern East,1/06/2017,1947949
Stonnington,Malvern East,1/07/2017,1338917
Stonnington,Malvern East,1/08/2017,1867128
Stonnington,Malvern East,1/09/2017,1542730
Stonnington,Malvern East,1/10/2017,1474937
Stonnington,Malvern East,1/11/2017,1474937
Stonnington,Malvern East,1/12/2017,1474937
Stonnington,Oakleigh,1/01/2016,995167
Stonnington,Oakleigh,1/02/2016,995167
Stonnington,Oakleigh,1/03/2016,995167
Stonnington,Oakleigh,1/04/2016,995167
Stonnington,Oakleigh,1/05/2016,995167
Stonnington,Oakleigh,1/06/2016,995167
Stonnington,Oakleigh,1/07/2016,995167
Stonnington,Oakleigh,1/08/2016,995167
Stonnington,Oakleigh,1/09/2016,995167
Stonnington,Oakleigh,1/10/2016,995167
Stonnington,Oakleigh,1/11/2016,995167
Stonnington,Oakleigh,1/12/2016,995167
Stonnington,Oakleigh,1/01/2017,995167
Stonnington,Oakleigh,1/02/2017,995167
Stonnington,Oakleigh,1/03/2017,995167
Stonnington,Oakleigh,1/04/2017,995167
Stonnington,Oakleigh,1/05/2017,995167
Stonnington,Oakleigh,1/06/2017,995167
Stonnington,Oakleigh,1/07/2017,995167
Stonnington,Oakleigh,1/08/2017,995167
Stonnington,Oakleigh,1/09/2017,995167
Stonnington,Oakleigh,1/10/2017,995167
Stonnington,Oakleigh,1/11/2017,995167
Stonnington,Oakleigh,1/12/2017,995167
Stonnington,Prahran,1/01/2016,1149833
Stonnington,Prahran,1/02/2016,1149833
Stonnington,Prahran,1/03/2016,1149833
Stonnington,Prahran,1/04/2016,1113062
Stonnington,Prahran,1/05/2016,1311823
Stonnington,Prahran,1/06/2016,1024995
Stonnington,Prahran,1/07/2016,1262842
Stonnington,Prahran,1/08/2016,888014
Stonnington,Prahran,1/09/2016,1042856
Stonnington,Prahran,1/10/2016,1144651
Stonnington,Prahran,1/11/2016,1140444
Stonnington,Prahran,1/12/2016,1145032
Stonnington,Prahran,1/01/2017,1149833
Stonnington,Prahran,1/02/2017,1352290
Stonnington,Prahran,1/03/2017,1123232
Stonnington,Prahran,1/04/2017,1138764
Stonnington,Prahran,1/05/2017,1060799
Stonnington,Prahran,1/06/2017,1235649
Stonnington,Prahran,1/07/2017,766403
Stonnington,Prahran,1/08/2017,1480840
Stonnington,Prahran,1/09/2017,1315460
Stonnington,Prahran,1/10/2017,1149833
Stonnington,Prahran,1/11/2017,1149833
Stonnington,Prahran,1/12/2017,1149833
Stonnington,South Yarra,1/01/2016,1011770
Stonnington,South Yarra,1/02/2016,1011770
Stonnington,South Yarra,1/03/2016,1011770
Stonnington,South Yarra,1/04/2016,1227041
Stonnington,South Yarra,1/05/2016,999481
Stonnington,South Yarra,1/06/2016,896751
Stonnington,South Yarra,1/07/2016,545571
Stonnington,South Yarra,1/08/2016,828751
Stonnington,South Yarra,1/09/2016,921244
Stonnington,South Yarra,1/10/2016,1123030
Stonnington,South Yarra,1/11/2016,1578339
Stonnington,South Yarra,1/12/2016,1055475
Stonnington,South Yarra,1/01/2017,1011770
Stonnington,South Yarra,1/02/2017,935650
Stonnington,South Yarra,1/03/2017,1121234
Stonnington,South Yarra,1/04/2017,1138127
Stonnington,South Yarra,1/05/2017,1299196
Stonnington,South Yarra,1/06/2017,947914
Stonnington,South Yarra,1/07/2017,796267
Stonnington,South Yarra,1/08/2017,712011
Stonnington,South Yarra,1/09/2017,1074008
Stonnington,South Yarra,1/10/2017,1011770
Stonnington,South Yarra,1/11/2017,1011770
Stonnington,South Yarra,1/12/2017,1011770
Stonnington,Toorak,1/01/2016,1795183
Stonnington,Toorak,1/02/2016,1795183
Stonnington,Toorak,1/03/2016,1795183
Stonnington,Toorak,1/04/2016,2149599
Stonnington,Toorak,1/05/2016,1709561
Stonnington,Toorak,1/06/2016,1455156
Stonnington,Toorak,1/07/2016,894133
Stonnington,Toorak,1/08/2016,1962746
Stonnington,Toorak,1/09/2016,1697645
Stonnington,Toorak,1/10/2016,1960453
Stonnington,Toorak,1/11/2016,2121475
Stonnington,Toorak,1/12/2016,2396304
Stonnington,Toorak,1/01/2017,1795183
Stonnington,Toorak,1/02/2017,1742705
Stonnington,Toorak,1/03/2017,2158995
Stonnington,Toorak,1/04/2017,1290700
Stonnington,Toorak,1/05/2017,2394684
Stonnington,Toorak,1/06/2017,1860310
Stonnington,Toorak,1/07/2017,1258451
Stonnington,Toorak,1/08/2017,1530004
Stonnington,Toorak,1/09/2017,1935187
Stonnington,Toorak,1/10/2017,1795183
Stonnington,Toorak,1/11/2017,1795183
Stonnington,Toorak,1/12/2017,1795183
Stonnington,Windsor,1/01/2016,1008899
Stonnington,Windsor,1/02/2016,1008899
Stonnington,Windsor,1/03/2016,1008899
Stonnington,Windsor,1/04/2016,1008899
Stonnington,Windsor,1/05/2016,954053
Stonnington,Windsor,1/06/2016,1989030
Stonnington,Windsor,1/07/2016,1008899
Stonnington,Windsor,1/08/2016,986667
Stonnington,Windsor,1/09/2016,1105030
Stonnington,Windsor,1/10/2016,662346
Stonnington,Windsor,1/11/2016,1140833
Stonnington,Windsor,1/12/2016,954134
Stonnington,Windsor,1/01/2017,1008899
Stonnington,Windsor,1/02/2017,452000
Stonnington,Windsor,1/03/2017,1426377
Stonnington,Windsor,1/04/2017,779667
Stonnington,Windsor,1/05/2017,747346
Stonnington,Windsor,1/06/2017,1310548
Stonnington,Windsor,1/07/2017,751553
Stonnington,Windsor,1/08/2017,865000
Stonnington,Windsor,1/09/2017,1008899
Stonnington,Windsor,1/10/2017,1008899
Stonnington,Windsor,1/11/2017,1008899
Stonnington,Windsor,1/12/2017,1008899
Whitehorse,Blackburn,1/01/2016,1306116
Whitehorse,Blackburn,1/02/2016,1306116
Whitehorse,Blackburn,1/03/2016,1306116
Whitehorse,Blackburn,1/04/2016,1306116
Whitehorse,Blackburn,1/05/2016,1306116
Whitehorse,Blackburn,1/06/2016,1306116
Whitehorse,Blackburn,1/07/2016,1306116
Whitehorse,Blackburn,1/08/2016,1306116
Whitehorse,Blackburn,1/09/2016,1306116
Whitehorse,Blackburn,1/10/2016,1306116
Whitehorse,Blackburn,1/11/2016,1306116
Whitehorse,Blackburn,1/12/2016,1306116
Whitehorse,Blackburn,1/01/2017,1306116
Whitehorse,Blackburn,1/02/2017,1306116
Whitehorse,Blackburn,1/03/2017,1306116
Whitehorse,Blackburn,1/04/2017,1306116
Whitehorse,Blackburn,1/05/2017,1306116
Whitehorse,Blackburn,1/06/2017,1363765
Whitehorse,Blackburn,1/07/2017,1173675
Whitehorse,Blackburn,1/08/2017,1232546
Whitehorse,Blackburn,1/09/2017,1454476
Whitehorse,Blackburn,1/10/2017,1306116
Whitehorse,Blackburn,1/11/2017,1306116
Whitehorse,Blackburn,1/12/2017,1306116
Whitehorse,Blackburn North,1/01/2016,1119739
Whitehorse,Blackburn North,1/02/2016,1119739
Whitehorse,Blackburn North,1/03/2016,1119739
Whitehorse,Blackburn North,1/04/2016,1119739
Whitehorse,Blackburn North,1/05/2016,1119739
Whitehorse,Blackburn North,1/06/2016,1119739
Whitehorse,Blackburn North,1/07/2016,1119739
Whitehorse,Blackburn North,1/08/2016,1119739
Whitehorse,Blackburn North,1/09/2016,1119739
Whitehorse,Blackburn North,1/10/2016,1119739
Whitehorse,Blackburn North,1/11/2016,1119739
Whitehorse,Blackburn North,1/12/2016,1119739
Whitehorse,Blackburn North,1/01/2017,1119739
Whitehorse,Blackburn North,1/02/2017,1119739
Whitehorse,Blackburn North,1/03/2017,1119739
Whitehorse,Blackburn North,1/04/2017,1119739
Whitehorse,Blackburn North,1/05/2017,1119739
Whitehorse,Blackburn North,1/06/2017,1029500
Whitehorse,Blackburn North,1/07/2017,985056
Whitehorse,Blackburn North,1/08/2017,1275000
Whitehorse,Blackburn North,1/09/2017,1189400
Whitehorse,Blackburn North,1/10/2017,1119739
Whitehorse,Blackburn North,1/11/2017,1119739
Whitehorse,Blackburn North,1/12/2017,1119739
Whitehorse,Blackburn South,1/01/2016,1117430
Whitehorse,Blackburn South,1/02/2016,1117430
Whitehorse,Blackburn South,1/03/2016,1117430
Whitehorse,Blackburn South,1/04/2016,1117430
Whitehorse,Blackburn South,1/05/2016,1117430
Whitehorse,Blackburn South,1/06/2016,1117430
Whitehorse,Blackburn South,1/07/2016,1117430
Whitehorse,Blackburn South,1/08/2016,1117430
Whitehorse,Blackburn South,1/09/2016,1117430
Whitehorse,Blackburn South,1/10/2016,1117430
Whitehorse,Blackburn South,1/11/2016,1117430
Whitehorse,Blackburn South,1/12/2016,1117430
Whitehorse,Blackburn South,1/01/2017,1117430
Whitehorse,Blackburn South,1/02/2017,1117430
Whitehorse,Blackburn South,1/03/2017,1117430
Whitehorse,Blackburn South,1/04/2017,1117430
Whitehorse,Blackburn South,1/05/2017,1258000
Whitehorse,Blackburn South,1/06/2017,1111261
Whitehorse,Blackburn South,1/07/2017,1025510
Whitehorse,Blackburn South,1/08/2017,1097367
Whitehorse,Blackburn South,1/09/2017,1095011
Whitehorse,Blackburn South,1/10/2017,1117430
Whitehorse,Blackburn South,1/11/2017,1117430
Whitehorse,Blackburn South,1/12/2017,1117430
Whitehorse,Box Hill,1/01/2016,1312809
Whitehorse,Box Hill,1/02/2016,1312809
Whitehorse,Box Hill,1/03/2016,1312809
Whitehorse,Box Hill,1/04/2016,1056667
Whitehorse,Box Hill,1/05/2016,1250208
Whitehorse,Box Hill,1/06/2016,1568011
Whitehorse,Box Hill,1/07/2016,1080867
Whitehorse,Box Hill,1/08/2016,832437
Whitehorse,Box Hill,1/09/2016,1508962
Whitehorse,Box Hill,1/10/2016,1173042
Whitehorse,Box Hill,1/11/2016,1381075
Whitehorse,Box Hill,1/12/2016,1344965
Whitehorse,Box Hill,1/01/2017,1312809
Whitehorse,Box Hill,1/02/2017,1710000
Whitehorse,Box Hill,1/03/2017,677454
Whitehorse,Box Hill,1/04/2017,1428687
Whitehorse,Box Hill,1/05/2017,1244048
Whitehorse,Box Hill,1/06/2017,1862666
Whitehorse,Box Hill,1/07/2017,1606954
Whitehorse,Box Hill,1/08/2017,1083144
Whitehorse,Box Hill,1/09/2017,1508572
Whitehorse,Box Hill,1/10/2017,1312809
Whitehorse,Box Hill,1/11/2017,1312809
Whitehorse,Box Hill,1/12/2017,1312809
Whitehorse,Burwood,1/01/2016,1237264
Whitehorse,Burwood,1/02/2016,1453000
Whitehorse,Burwood,1/03/2016,1237264
Whitehorse,Burwood,1/04/2016,1449832
Whitehorse,Burwood,1/05/2016,1224542
Whitehorse,Burwood,1/06/2016,1177893
Whitehorse,Burwood,1/07/2016,813033
Whitehorse,Burwood,1/08/2016,1098839
Whitehorse,Burwood,1/09/2016,1077898
Whitehorse,Burwood,1/10/2016,1387722
Whitehorse,Burwood,1/11/2016,1216085
Whitehorse,Burwood,1/12/2016,1394259
Whitehorse,Burwood,1/01/2017,1237264
Whitehorse,Burwood,1/02/2017,1186954
Whitehorse,Burwood,1/03/2017,1194426
Whitehorse,Burwood,1/04/2017,1241038
Whitehorse,Burwood,1/05/2017,1185303
Whitehorse,Burwood,1/06/2017,1080813
Whitehorse,Burwood,1/07/2017,1399921
Whitehorse,Burwood,1/08/2017,1335377
Whitehorse,Burwood,1/09/2017,1353821
Whitehorse,Burwood,1/10/2017,1237264
Whitehorse,Burwood,1/11/2017,1237264
Whitehorse,Burwood,1/12/2017,1237264
Whitehorse,Burwood East,1/01/2016,1021224
Whitehorse,Burwood East,1/02/2016,1021224
Whitehorse,Burwood East,1/03/2016,1021224
Whitehorse,Burwood East,1/04/2016,1021224
Whitehorse,Burwood East,1/05/2016,1021224
Whitehorse,Burwood East,1/06/2016,1021224
Whitehorse,Burwood East,1/07/2016,1021224
Whitehorse,Burwood East,1/08/2016,1021224
Whitehorse,Burwood East,1/09/2016,1021224
Whitehorse,Burwood East,1/10/2016,1021224
Whitehorse,Burwood East,1/11/2016,1021224
Whitehorse,Burwood East,1/12/2016,1021224
Whitehorse,Burwood East,1/01/2017,1021224
Whitehorse,Burwood East,1/02/2017,1021224
Whitehorse,Burwood East,1/03/2017,1021224
Whitehorse,Burwood East,1/04/2017,1021224
Whitehorse,Burwood East,1/05/2017,780000
Whitehorse,Burwood East,1/06/2017,1149496
Whitehorse,Burwood East,1/07/2017,1166117
Whitehorse,Burwood East,1/08/2017,1000000
Whitehorse,Burwood East,1/09/2017,1010508
Whitehorse,Burwood East,1/10/2017,1021224
Whitehorse,Burwood East,1/11/2017,1021224
Whitehorse,Burwood East,1/12/2017,1021224
Whitehorse,Forest Hill,1/01/2016,961962
Whitehorse,Forest Hill,1/02/2016,961962
Whitehorse,Forest Hill,1/03/2016,961962
Whitehorse,Forest Hill,1/04/2016,961962
Whitehorse,Forest Hill,1/05/2016,961962
Whitehorse,Forest Hill,1/06/2016,961962
Whitehorse,Forest Hill,1/07/2016,961962
Whitehorse,Forest Hill,1/08/2016,961962
Whitehorse,Forest Hill,1/09/2016,961962
Whitehorse,Forest Hill,1/10/2016,961962
Whitehorse,Forest Hill,1/11/2016,961962
Whitehorse,Forest Hill,1/12/2016,961962
Whitehorse,Forest Hill,1/01/2017,961962
Whitehorse,Forest Hill,1/02/2017,961962
Whitehorse,Forest Hill,1/03/2017,961962
Whitehorse,Forest Hill,1/04/2017,961962
Whitehorse,Forest Hill,1/05/2017,886072
Whitehorse,Forest Hill,1/06/2017,982656
Whitehorse,Forest Hill,1/07/2017,1017756
Whitehorse,Forest Hill,1/08/2017,949078
Whitehorse,Forest Hill,1/09/2017,974248
Whitehorse,Forest Hill,1/10/2017,961962
Whitehorse,Forest Hill,1/11/2017,961962
Whitehorse,Forest Hill,1/12/2017,961962
Whitehorse,Mitcham,1/01/2016,968998
Whitehorse,Mitcham,1/02/2016,968998
Whitehorse,Mitcham,1/03/2016,968998
Whitehorse,Mitcham,1/04/2016,968998
Whitehorse,Mitcham,1/05/2016,968998
Whitehorse,Mitcham,1/06/2016,968998
Whitehorse,Mitcham,1/07/2016,968998
Whitehorse,Mitcham,1/08/2016,968998
Whitehorse,Mitcham,1/09/2016,968998
Whitehorse,Mitcham,1/10/2016,968998
Whitehorse,Mitcham,1/11/2016,968998
Whitehorse,Mitcham,1/12/2016,968998
Whitehorse,Mitcham,1/01/2017,968998
Whitehorse,Mitcham,1/02/2017,968998
Whitehorse,Mitcham,1/03/2017,968998
Whitehorse,Mitcham,1/04/2017,968998
Whitehorse,Mitcham,1/05/2017,895886
Whitehorse,Mitcham,1/06/2017,1046552
Whitehorse,Mitcham,1/07/2017,964778
Whitehorse,Mitcham,1/08/2017,896780
Whitehorse,Mitcham,1/09/2017,1040995
Whitehorse,Mitcham,1/10/2017,968998
Whitehorse,Mitcham,1/11/2017,968998
Whitehorse,Mitcham,1/12/2017,968998
Whitehorse,Mont Albert,1/01/2016,1567977
Whitehorse,Mont Albert,1/02/2016,750000
Whitehorse,Mont Albert,1/03/2016,1567977
Whitehorse,Mont Albert,1/04/2016,1567977
Whitehorse,Mont Albert,1/05/2016,1114204
Whitehorse,Mont Albert,1/06/2016,1720700
Whitehorse,Mont Albert,1/07/2016,908000
Whitehorse,Mont Albert,1/08/2016,1857353
Whitehorse,Mont Albert,1/09/2016,1570975
Whitehorse,Mont Albert,1/10/2016,1268333
Whitehorse,Mont Albert,1/11/2016,1555388
Whitehorse,Mont Albert,1/12/2016,1169495
Whitehorse,Mont Albert,1/01/2017,1567977
Whitehorse,Mont Albert,1/02/2017,3079706
Whitehorse,Mont Albert,1/03/2017,2039498
Whitehorse,Mont Albert,1/04/2017,1316955
Whitehorse,Mont Albert,1/05/2017,1457042
Whitehorse,Mont Albert,1/06/2017,1746267
Whitehorse,Mont Albert,1/07/2017,1686619
Whitehorse,Mont Albert,1/08/2017,1929706
Whitehorse,Mont Albert,1/09/2017,1485365
Whitehorse,Mont Albert,1/10/2017,1567977
Whitehorse,Mont Albert,1/11/2017,1567977
Whitehorse,Mont Albert,1/12/2017,1567977
Whitehorse,Nunawading,1/01/2016,1025285
Whitehorse,Nunawading,1/02/2016,1025285
Whitehorse,Nunawading,1/03/2016,1025285
Whitehorse,Nunawading,1/04/2016,1025285
Whitehorse,Nunawading,1/05/2016,1025285
Whitehorse,Nunawading,1/06/2016,1025285
Whitehorse,Nunawading,1/07/2016,1025285
Whitehorse,Nunawading,1/08/2016,1025285
Whitehorse,Nunawading,1/09/2016,1025285
Whitehorse,Nunawading,1/10/2016,1025285
Whitehorse,Nunawading,1/11/2016,1025285
Whitehorse,Nunawading,1/12/2016,1025285
Whitehorse,Nunawading,1/01/2017,1025285
Whitehorse,Nunawading,1/02/2017,1025285
Whitehorse,Nunawading,1/03/2017,1025285
Whitehorse,Nunawading,1/04/2017,1025285
Whitehorse,Nunawading,1/05/2017,1194000
Whitehorse,Nunawading,1/06/2017,1040214
Whitehorse,Nunawading,1/07/2017,933924
Whitehorse,Nunawading,1/08/2017,1011737
Whitehorse,Nunawading,1/09/2017,946548
Whitehorse,Nunawading,1/10/2017,1025285
Whitehorse,Nunawading,1/11/2017,1025285
Whitehorse,Nunawading,1/12/2017,1025285
Whitehorse,Surrey Hills,1/01/2016,1516076
Whitehorse,Surrey Hills,1/01/2016,1009000
Whitehorse,Surrey Hills,1/02/2016,930000
Whitehorse,Surrey Hills,1/03/2016,1516076
Whitehorse,Surrey Hills,1/04/2016,1460230
Whitehorse,Surrey Hills,1/05/2016,1437291
Whitehorse,Surrey Hills,1/06/2016,1607355
Whitehorse,Surrey Hills,1/07/2016,2050000
Whitehorse,Surrey Hills,1/08/2016,1975000
Whitehorse,Surrey Hills,1/09/2016,1368630
Whitehorse,Surrey Hills,1/10/2016,1658133
Whitehorse,Surrey Hills,1/11/2016,1396782
Whitehorse,Surrey Hills,1/12/2016,1667037
Whitehorse,Surrey Hills,1/01/2017,1516076
Whitehorse,Surrey Hills,1/02/2017,1327790
Whitehorse,Surrey Hills,1/03/2017,1529736
Whitehorse,Surrey Hills,1/04/2017,1506260
Whitehorse,Surrey Hills,1/05/2017,1542354
Whitehorse,Surrey Hills,1/06/2017,1701574
Whitehorse,Surrey Hills,1/07/2017,1453200
Whitehorse,Surrey Hills,1/08/2017,1669000
Whitehorse,Surrey Hills,1/09/2017,1516076
Whitehorse,Surrey Hills,1/10/2017,1516076
Whitehorse,Surrey Hills,1/11/2017,1516076
Whitehorse,Surrey Hills,1/12/2017,1516076
Whitehorse,Vermont,1/01/2016,1037104
Whitehorse,Vermont,1/02/2016,1037104
Whitehorse,Vermont,1/03/2016,1037104
Whitehorse,Vermont,1/04/2016,1037104
Whitehorse,Vermont,1/05/2016,1037104
Whitehorse,Vermont,1/06/2016,1037104
Whitehorse,Vermont,1/07/2016,1037104
Whitehorse,Vermont,1/08/2016,1037104
Whitehorse,Vermont,1/09/2016,1037104
Whitehorse,Vermont,1/10/2016,1037104
Whitehorse,Vermont,1/11/2016,1037104
Whitehorse,Vermont,1/12/2016,1037104
Whitehorse,Vermont,1/01/2017,1037104
Whitehorse,Vermont,1/02/2017,1037104
Whitehorse,Vermont,1/03/2017,1037104
Whitehorse,Vermont,1/04/2017,1037104
Whitehorse,Vermont,1/05/2017,1163792
Whitehorse,Vermont,1/06/2017,1068200
Whitehorse,Vermont,1/07/2017,1005500
Whitehorse,Vermont,1/08/2017,999450
Whitehorse,Vermont,1/09/2017,948578
Whitehorse,Vermont,1/10/2017,1037104
Whitehorse,Vermont,1/11/2017,1037104
Whitehorse,Vermont,1/12/2017,1037104
Whitehorse,Vermont South,1/01/2016,1203982
Whitehorse,Vermont South,1/02/2016,1203982
Whitehorse,Vermont South,1/03/2016,1203982
Whitehorse,Vermont South,1/04/2016,1203982
Whitehorse,Vermont South,1/05/2016,1203982
Whitehorse,Vermont South,1/06/2016,1203982
Whitehorse,Vermont South,1/07/2016,1203982
Whitehorse,Vermont South,1/08/2016,1203982
Whitehorse,Vermont South,1/09/2016,1203982
Whitehorse,Vermont South,1/10/2016,1203982
Whitehorse,Vermont South,1/11/2016,1203982
Whitehorse,Vermont South,1/12/2016,1203982
Whitehorse,Vermont South,1/01/2017,1203982
Whitehorse,Vermont South,1/02/2017,1203982
Whitehorse,Vermont South,1/03/2017,1203982
Whitehorse,Vermont South,1/04/2017,1203982
Whitehorse,Vermont South,1/05/2017,1243300
Whitehorse,Vermont South,1/06/2017,1253286
Whitehorse,Vermont South,1/07/2017,1269533
Whitehorse,Vermont South,1/08/2017,1130042
Whitehorse,Vermont South,1/09/2017,1123750
Whitehorse,Vermont South,1/10/2017,1203982
Whitehorse,Vermont South,1/11/2017,1203982
Whitehorse,Vermont South,1/12/2017,1203982
