Suburb,DateMonth,avg_price
Caulfield South,1/07/2016,1197232.50
Caulfield South,1/08/2016,1021666.67
Caulfield South,1/09/2016,1296985.00
Caulfield South,1/10/2016,875500.00
Caulfield South,1/11/2016,1016576.33
Caulfield South,1/12/2016,1016973.75
Caulfield South,1/02/2017,1380801.83
Caulfield South,1/03/2017,1556848.75
Caulfield South,1/04/2017,965666.67
Caulfield South,1/05/2017,1232342.14
Caulfield South,1/06/2017,1012700.00
Caulfield South,1/07/2017,1176000.00
Caulfield South,1/08/2017,1320749.71
Caulfield South,1/09/2017,1301700.00
Chadstone,1/02/2016,890000.00
Chadstone,1/04/2016,916500.00
Chadstone,1/05/2016,1030364.80
Chadstone,1/06/2016,882875.00
Chadstone,1/07/2016,1421706.00
Chadstone,1/08/2016,996132.40
Chadstone,1/09/2016,856133.40
Chadstone,1/10/2016,861040.50
Chadstone,1/11/2016,1038616.20
Chadstone,1/12/2016,1136375.00
Chadstone,1/02/2017,1064720.67
Chadstone,1/03/2017,934409.00
Chadstone,1/04/2017,977564.80
Chadstone,1/05/2017,914110.33
Chadstone,1/06/2017,896875.00
Chadstone,1/07/2017,988018.50
Chadstone,1/08/2017,1035687.50
Chadstone,1/09/2017,1023016.44
Chelsea,1/05/2017,600000.00
Chelsea,1/06/2017,654333.33
Chelsea,1/07/2017,796333.33
Chelsea,1/08/2017,879167.00
Chelsea,1/09/2017,905666.80
Chelsea Heights,1/05/2017,691750.00
Chelsea Heights,1/06/2017,732000.00
Chelsea Heights,1/07/2017,835500.00
Chelsea Heights,1/08/2017,717500.00
Chelsea Heights,1/09/2017,805500.00
Cheltenham,1/05/2017,949733.14
Cheltenham,1/06/2017,999157.89
Cheltenham,1/07/2017,975752.77
Cheltenham,1/08/2017,1066313.20
Cheltenham,1/09/2017,1000646.83
Chirnside Park,1/05/2017,911982.00
Clarinda,1/07/2017,852000.00
Clarinda,1/08/2017,971433.33
Clarinda,1/09/2017,850000.00
Clayton,1/05/2017,975666.50
Clayton,1/06/2017,1149354.40
Clayton,1/07/2017,1220487.80
Clayton,1/08/2017,1055672.25
Clayton,1/09/2017,1666296.00
Clayton South,1/05/2017,1016666.67
Clayton South,1/06/2017,792500.00
Clayton South,1/07/2017,517500.00
Clayton South,1/08/2017,804711.50
Clayton South,1/09/2017,843437.50
Clifton Hill,1/05/2016,934173.67
Clifton Hill,1/06/2016,946280.50
Clifton Hill,1/07/2016,1118887.33
Clifton Hill,1/08/2016,820000.00
Clifton Hill,1/09/2016,1269171.43
Clifton Hill,1/10/2016,1624107.25
Clifton Hill,1/11/2016,1128145.86
Clifton Hill,1/12/2016,1015666.67
Clifton Hill,1/02/2017,1550112.50
Clifton Hill,1/03/2017,1302360.00
Clifton Hill,1/04/2017,1041800.00
Clifton Hill,1/05/2017,1149418.42
Clifton Hill,1/06/2017,1193605.50
Clifton Hill,1/07/2017,1037204.20
Clifton Hill,1/08/2017,1566750.00
Clifton Hill,1/09/2017,1226200.00
Coburg,1/02/2016,675000.00
Coburg,1/04/2016,749722.22
Coburg,1/05/2016,869829.06
Coburg,1/06/2016,846128.70
Coburg,1/07/2016,918276.50
Coburg,1/08/2016,832564.25
Coburg,1/09/2016,851823.60
Coburg,1/10/2016,902360.00
Coburg,1/11/2016,938780.71
Coburg,1/12/2016,956870.67
Coburg,1/02/2017,879209.67
Coburg,1/03/2017,1001181.43
Coburg,1/04/2017,951046.82
Coburg,1/05/2017,927263.81
Coburg,1/06/2017,984378.89
Coburg,1/07/2017,907015.31
Coburg,1/08/2017,922954.55
Coburg,1/09/2017,940624.04
Coburg North,1/04/2016,614336.00
Coburg North,1/05/2016,723072.13
Coburg North,1/06/2016,809418.50
Coburg North,1/07/2016,784000.00
Coburg North,1/08/2016,685074.57
Coburg North,1/09/2016,792975.83
Coburg North,1/10/2016,749166.67
Coburg North,1/11/2016,857000.00
Coburg North,1/12/2016,817751.83
Coburg North,1/02/2017,730255.50
Coburg North,1/03/2017,738196.54
Coburg North,1/04/2017,827561.67
Coburg North,1/05/2017,784431.71
Coburg North,1/06/2017,785820.75
Coburg North,1/07/2017,805472.17
Coburg North,1/08/2017,705000.00
Coburg North,1/09/2017,927251.83
Collingwood,1/04/2016,1272500.00
Collingwood,1/05/2016,926785.71
Collingwood,1/06/2016,901189.00
Collingwood,1/07/2016,562333.33
Collingwood,1/08/2016,857318.50
Collingwood,1/09/2016,912888.89
Collingwood,1/10/2016,994400.00
Collingwood,1/11/2016,765237.80
Collingwood,1/12/2016,1080594.50
Collingwood,1/02/2017,1015000.00
Collingwood,1/03/2017,820727.79
Collingwood,1/04/2017,962625.89
Collingwood,1/05/2017,1056430.50
Collingwood,1/06/2017,959519.00
Collingwood,1/07/2017,871657.14
Collingwood,1/08/2017,575000.00
Collingwood,1/09/2017,922955.57
Coolaroo,1/06/2017,390000.00
Coolaroo,1/07/2017,455000.00
Coolaroo,1/08/2017,460000.00
Coolaroo,1/09/2017,457000.00
Craigieburn,1/05/2017,570388.89
Craigieburn,1/06/2017,523137.77
Craigieburn,1/07/2017,566907.79
Craigieburn,1/08/2017,565282.68
Craigieburn,1/09/2017,554745.05
Cranbourne,1/07/2017,572000.00
Cranbourne,1/08/2017,577502.00
Cranbourne North,1/06/2017,585000.00
Cranbourne North,1/07/2017,585000.00
Cremorne,1/05/2016,1249833.50
Cremorne,1/06/2016,1208333.33
Cremorne,1/07/2016,933927.20
Cremorne,1/08/2016,425000.00
Cremorne,1/09/2016,1040000.00
Cremorne,1/10/2016,813666.67
Cremorne,1/11/2016,1031992.25
Cremorne,1/03/2017,650234.50
Cremorne,1/04/2017,855000.00
Cremorne,1/05/2017,1057666.67
Cremorne,1/09/2017,1317083.50
Croydon,1/05/2017,752195.20
Croydon,1/06/2017,870070.08
Croydon,1/07/2017,824329.50
Croydon,1/08/2017,860826.82
Croydon,1/09/2017,1041774.08
Croydon Hills,1/05/2017,870250.00
Croydon Hills,1/06/2017,860500.00
Croydon Hills,1/07/2017,940208.33
Croydon Hills,1/09/2017,907000.00
Croydon North,1/05/2017,810000.00
Croydon North,1/06/2017,805375.00
Croydon North,1/07/2017,810000.00
Croydon North,1/08/2017,766000.00
Croydon North,1/09/2017,799000.00
Croydon South,1/05/2017,800000.00
Croydon South,1/09/2017,1020000.00
Dallas,1/06/2017,359250.00
Dallas,1/07/2017,439595.33
Dallas,1/08/2017,475000.00
Dallas,1/09/2017,501000.00
Dandenong,1/05/2017,612500.00
Dandenong,1/06/2017,789833.33
Dandenong,1/07/2017,617106.00
Dandenong,1/08/2017,568527.20
Dandenong,1/09/2017,484192.00
Dandenong North,1/05/2017,623773.00
Dandenong North,1/06/2017,599621.20
Dandenong North,1/07/2017,666043.63
Dandenong North,1/08/2017,662166.50
Dandenong North,1/09/2017,584654.60
Deepdene,1/08/2017,1715000.00
Deer Park,1/05/2017,508500.00
Deer Park,1/06/2017,670333.33
Deer Park,1/07/2017,572500.00
Deer Park,1/08/2017,590344.40
Deer Park,1/09/2017,602098.45
Delahey,1/06/2017,505000.00
Delahey,1/07/2017,538333.33
Delahey,1/08/2017,475000.00
Delahey,1/09/2017,563875.00
Derrimut,1/05/2017,610000.00
Derrimut,1/07/2017,805000.00
Derrimut,1/09/2017,772500.00
Diamond Creek,1/06/2017,588000.00
Diamond Creek,1/07/2017,624666.67
Diamond Creek,1/08/2017,817666.67
Diamond Creek,1/09/2017,865250.00
Diggers Rest,1/05/2017,435000.00
Diggers Rest,1/08/2017,506000.00
Dingley Village,1/05/2017,925000.00
Dingley Village,1/06/2017,915333.33
Dingley Village,1/07/2017,800057.14
Dingley Village,1/08/2017,873000.00
Dingley Village,1/09/2017,1055812.50
Docklands,1/08/2016,1370000.00
Docklands,1/09/2016,1370000.00
Docklands,1/12/2016,360000.00
Docklands,1/04/2017,360000.00
Docklands,1/06/2017,1370000.00
Docklands,1/09/2017,360000.00
Doncaster,1/02/2016,1320000.00
Doncaster,1/04/2016,1119238.33
Doncaster,1/05/2016,1203670.38
Doncaster,1/06/2016,1172979.19
Doncaster,1/07/2016,1130100.00
Doncaster,1/08/2016,928509.88
Doncaster,1/09/2016,1371525.08
Doncaster,1/10/2016,993786.86
Doncaster,1/11/2016,1227812.43
Doncaster,1/12/2016,1203393.93
Doncaster,1/02/2017,1266052.88
Doncaster,1/03/2017,1263065.11
Doncaster,1/04/2017,1376076.44
Doncaster,1/05/2017,1167705.80
Doncaster,1/06/2017,1320226.25
Doncaster,1/07/2017,1213548.83
Doncaster,1/08/2017,1081513.17
Doncaster,1/09/2017,1366101.92
Doncaster East,1/05/2017,1491857.14
Doncaster East,1/06/2017,1364110.25
Doncaster East,1/07/2017,1353430.56
Doncaster East,1/08/2017,1191340.10
Doncaster East,1/09/2017,1318629.86
Donvale,1/05/2017,1877700.00
Donvale,1/06/2017,991312.50
Donvale,1/07/2017,1061987.56
Donvale,1/08/2017,1297333.33
Donvale,1/09/2017,888166.67
Doreen,1/06/2017,494500.00
Doreen,1/07/2017,530500.00
Doreen,1/08/2017,472000.00
Doreen,1/09/2017,481000.00
Doveton,1/06/2017,509545.33
Doveton,1/07/2017,475386.33
Doveton,1/08/2017,454000.00
Doveton,1/09/2017,517250.00
Eaglemont,1/04/2016,600000.00
Eaglemont,1/05/2016,525000.00
Eaglemont,1/06/2016,1711733.33
Eaglemont,1/07/2016,1125500.00
Eaglemont,1/08/2016,2221333.33
Eaglemont,1/09/2016,1838505.50
Eaglemont,1/10/2016,1990000.00
Eaglemont,1/11/2016,1748671.43
Eaglemont,1/12/2016,1059000.00
Eaglemont,1/02/2017,1435200.00
Eaglemont,1/03/2017,2850000.00
Eaglemont,1/04/2017,2072600.00
Eaglemont,1/05/2017,1750000.00
Eaglemont,1/06/2017,1510000.00
Eaglemont,1/07/2017,2054375.00
Eaglemont,1/08/2017,2051250.00
Eaglemont,1/09/2017,1218500.00
East Melbourne,1/05/2016,682500.00
East Melbourne,1/06/2016,1912000.00
East Melbourne,1/07/2016,1935000.00
East Melbourne,1/08/2016,948178.57
East Melbourne,1/09/2016,565000.00
East Melbourne,1/10/2016,1051666.67
East Melbourne,1/11/2016,1912000.00
East Melbourne,1/12/2016,2553625.00
East Melbourne,1/02/2017,865187.50
East Melbourne,1/04/2017,925750.00
East Melbourne,1/05/2017,2542500.00
East Melbourne,1/06/2017,1666700.00
East Melbourne,1/07/2017,859050.00
East Melbourne,1/08/2017,801750.00
East Melbourne,1/09/2017,1857333.33
Edithvale,1/05/2017,1079166.67
Edithvale,1/06/2017,816516.67
Edithvale,1/07/2017,941330.00
Edithvale,1/08/2017,990000.00
Edithvale,1/09/2017,832375.00
Elsternwick,1/04/2016,1370400.00
Elsternwick,1/05/2016,1055302.25
Elsternwick,1/06/2016,1595299.25
Elsternwick,1/08/2016,1807208.86
Elsternwick,1/09/2016,928241.50
Elsternwick,1/10/2016,1305985.67
Elsternwick,1/11/2016,1439933.00
Elsternwick,1/12/2016,1041125.00
Elsternwick,1/03/2017,1545276.00
Elsternwick,1/04/2017,923500.00
Elsternwick,1/05/2017,1284922.43
Elsternwick,1/06/2017,888745.20
Elsternwick,1/07/2017,1105750.00
Elsternwick,1/08/2017,1642200.00
Elsternwick,1/09/2017,1250000.00
Eltham,1/05/2017,855000.00
Eltham,1/06/2017,883440.90
Eltham,1/07/2017,848000.00
Eltham,1/08/2017,895428.57
Eltham,1/09/2017,894204.50
Eltham North,1/05/2017,899148.00
Eltham North,1/06/2017,896236.00
Eltham North,1/07/2017,836400.00
Eltham North,1/08/2017,927965.43
Eltham North,1/09/2017,902820.33
Elwood,1/02/2016,1395000.00
Elwood,1/04/2016,927750.00
Elwood,1/05/2016,1202869.67
Elwood,1/06/2016,1103988.53
Elwood,1/07/2016,811815.57
Elwood,1/08/2016,827995.88
Elwood,1/09/2016,968446.24
Elwood,1/10/2016,629569.71
Elwood,1/11/2016,1175118.93
Elwood,1/12/2016,758973.92
Elwood,1/02/2017,760015.93
Elwood,1/03/2017,987694.20
Elwood,1/04/2017,1107526.44
Elwood,1/05/2017,1219399.71
Elwood,1/06/2017,895012.93
Elwood,1/07/2017,754285.40
Elwood,1/08/2017,1399699.50
Elwood,1/09/2017,1174356.06
Emerald,1/07/2017,655000.00
Endeavour Hills,1/07/2017,692916.67
Endeavour Hills,1/08/2017,580000.00
Endeavour Hills,1/09/2017,655000.00
Epping,1/05/2017,494250.00
Epping,1/06/2017,597279.60
Epping,1/07/2017,575345.52
Epping,1/08/2017,589035.71
Epping,1/09/2017,567111.11
Essendon,1/02/2016,911000.00
Essendon,1/04/2016,870500.00
Essendon,1/05/2016,1015178.28
Essendon,1/06/2016,920768.50
Essendon,1/07/2016,1224285.71
Essendon,1/08/2016,939982.88
Essendon,1/09/2016,963700.00
Essendon,1/10/2016,1074837.00
Essendon,1/11/2016,1148263.85
Essendon,1/12/2016,1069060.69
Essendon,1/02/2017,1309050.00
Essendon,1/03/2017,1137816.40
Essendon,1/04/2017,873559.50
Essendon,1/05/2017,1090830.86
Essendon,1/06/2017,1009362.30
Essendon,1/07/2017,895916.67
Essendon,1/08/2017,1418769.23
Essendon,1/09/2017,1110896.57
Essendon North,1/05/2016,885000.00
Essendon North,1/06/2016,960000.00
Essendon North,1/07/2016,535038.00
Essendon North,1/08/2016,872500.00
Essendon North,1/09/2016,396000.00
Essendon North,1/11/2016,765000.00
Essendon North,1/02/2017,1425000.00
Essendon North,1/03/2017,1360000.00
Essendon North,1/04/2017,775700.00
Essendon North,1/05/2017,651666.67
Essendon North,1/06/2017,663666.67
Essendon North,1/07/2017,1160000.00
Essendon North,1/08/2017,933833.50
Essendon North,1/09/2017,967200.00
Essendon West,1/04/2016,1003605.00
Essendon West,1/05/2016,1152468.75
Essendon West,1/06/2016,895121.00
Essendon West,1/07/2016,1078333.33
Essendon West,1/08/2016,906802.50
Essendon West,1/09/2016,966201.67
Essendon West,1/10/2016,668750.00
Essendon West,1/11/2016,1030368.33
Essendon West,1/12/2016,1077500.00
Essendon West,1/02/2017,1003605.00
Essendon West,1/05/2017,1253666.67
Essendon West,1/06/2017,1390000.00
Essendon West,1/07/2017,1373718.75
Essendon West,1/09/2017,950000.00
Fairfield,1/04/2016,1065000.00
Fairfield,1/05/2016,1050158.57
Fairfield,1/06/2016,1226361.00
Fairfield,1/08/2016,1027800.00
Fairfield,1/09/2016,1066456.38
Fairfield,1/10/2016,1004666.67
Fairfield,1/11/2016,980763.83
Fairfield,1/12/2016,801666.67
Fairfield,1/02/2017,1028791.50
Fairfield,1/03/2017,1082802.40
Fairfield,1/04/2017,1327583.00
Fairfield,1/05/2017,1285727.80
Fairfield,1/06/2017,1021159.75
Fairfield,1/07/2017,1216666.67
Fairfield,1/08/2017,930000.00
Fairfield,1/09/2017,1170051.20
Fawkner,1/02/2016,645000.00
Fawkner,1/04/2016,627864.00
Fawkner,1/05/2016,581802.55
Fawkner,1/06/2016,582455.60
Fawkner,1/07/2016,576840.25
Fawkner,1/08/2016,580208.00
Fawkner,1/09/2016,638175.43
Fawkner,1/10/2016,558427.75
Fawkner,1/11/2016,624941.88
Fawkner,1/12/2016,656892.80
Fawkner,1/02/2017,711000.00
Fawkner,1/03/2017,640375.00
Fawkner,1/04/2017,615940.62
Fawkner,1/05/2017,740681.62
Fawkner,1/06/2017,740758.67
Fawkner,1/07/2017,726600.00
Fawkner,1/08/2017,743333.33
Fawkner,1/09/2017,652354.50
Ferntree Gully,1/05/2017,643500.00
Ferntree Gully,1/06/2017,852100.00
Ferntree Gully,1/07/2017,887980.73
Ferntree Gully,1/08/2017,770166.67
Ferntree Gully,1/09/2017,788620.00
Fitzroy,1/04/2016,1268608.00
Fitzroy,1/05/2016,1057730.00
Fitzroy,1/06/2016,853664.80
Fitzroy,1/07/2016,1058828.75
Fitzroy,1/08/2016,1595857.14
Fitzroy,1/09/2016,1370728.00
Fitzroy,1/11/2016,1438081.50
Fitzroy,1/02/2017,364000.00
Fitzroy,1/03/2017,1068882.67
Fitzroy,1/04/2017,1188611.22
Fitzroy,1/05/2017,1447925.93
Fitzroy,1/06/2017,1364927.43
Fitzroy,1/07/2017,641500.00
Fitzroy,1/08/2017,1753487.31
Fitzroy,1/09/2017,1561750.00
Fitzroy North,1/04/2016,1260286.40
Fitzroy North,1/05/2016,1780583.33
Fitzroy North,1/06/2016,767500.00
Fitzroy North,1/07/2016,1780733.33
Fitzroy North,1/08/2016,1104135.38
Fitzroy North,1/09/2016,1157662.89
Fitzroy North,1/10/2016,1254841.50
Fitzroy North,1/11/2016,1281622.17
Fitzroy North,1/12/2016,1249500.00
Fitzroy North,1/02/2017,1320558.50
Fitzroy North,1/03/2017,1142805.08
Fitzroy North,1/04/2017,1072073.00
Fitzroy North,1/05/2017,1227457.44
Fitzroy North,1/06/2017,1341847.43
Fitzroy North,1/07/2017,1186995.14
Fitzroy North,1/08/2017,1350135.00
Fitzroy North,1/09/2017,1406733.40
Flemington,1/04/2016,685333.33
Flemington,1/05/2016,1025833.33
Flemington,1/06/2016,722500.00
Flemington,1/07/2016,453000.00
Flemington,1/08/2016,1065809.20
Flemington,1/09/2016,895337.17
Flemington,1/10/2016,786500.00
Flemington,1/11/2016,672360.57
Flemington,1/12/2016,533250.00
Flemington,1/02/2017,509254.00
Flemington,1/03/2017,482500.00
Flemington,1/04/2017,854485.60
Flemington,1/05/2017,890375.00
Flemington,1/06/2017,1489130.75
Flemington,1/07/2017,752500.00
Flemington,1/08/2017,992652.40
Flemington,1/09/2017,907187.50
Footscray,1/02/2016,216000.00
Footscray,1/04/2016,612373.00
Footscray,1/05/2016,622601.85
Footscray,1/06/2016,615135.36
Footscray,1/07/2016,725661.92
Footscray,1/08/2016,754060.08
Footscray,1/09/2016,580713.54
Footscray,1/10/2016,648444.44
Footscray,1/11/2016,683907.92
Footscray,1/12/2016,865846.83
Footscray,1/02/2017,674013.22
Footscray,1/03/2017,593816.20
Footscray,1/04/2017,894190.08
Footscray,1/05/2017,702226.17
Footscray,1/06/2017,624844.70
Footscray,1/07/2017,685202.53
Footscray,1/08/2017,816000.00
Footscray,1/09/2017,593900.36
Forest Hill,1/05/2017,886071.50
Forest Hill,1/06/2017,982655.71
Forest Hill,1/07/2017,1017755.63
Forest Hill,1/08/2017,949077.86
Forest Hill,1/09/2017,974247.73
Frankston,1/05/2017,649756.40
Frankston,1/06/2017,735515.11
Frankston,1/07/2017,582532.40
Frankston,1/08/2017,583000.00
Frankston,1/09/2017,702600.00
Frankston North,1/06/2017,452000.00
Frankston North,1/07/2017,564500.00
Frankston North,1/08/2017,493000.00
Frankston North,1/09/2017,474500.00
Frankston South,1/05/2017,1247377.80
Frankston South,1/06/2017,860000.00
Frankston South,1/07/2017,979666.67
Frankston South,1/08/2017,1062428.57
Frankston South,1/09/2017,1146333.33
Gardenvale,1/05/2016,393000.00
Gardenvale,1/06/2016,440000.00
Gardenvale,1/08/2016,2200000.00
Gardenvale,1/11/2016,595000.00
Gardenvale,1/02/2017,1250000.00
Gardenvale,1/04/2017,1250000.00
Gisborne,1/05/2017,470000.00
Gisborne,1/06/2017,621000.00
Gisborne,1/07/2017,584666.67
Gisborne,1/08/2017,775000.00
Gisborne,1/09/2017,647366.60
Gladstone Park,1/05/2017,668333.33
Gladstone Park,1/06/2017,691800.00
Gladstone Park,1/07/2017,659200.00
Gladstone Park,1/08/2017,622825.00
Gladstone Park,1/09/2017,654500.00
Glen Huntly,1/05/2016,718125.00
Glen Huntly,1/06/2016,561750.00
Glen Huntly,1/07/2016,640000.00
Glen Huntly,1/08/2016,2575000.00
Glen Huntly,1/09/2016,612500.00
Glen Huntly,1/10/2016,820333.33
Glen Huntly,1/11/2016,820333.33
Glen Huntly,1/12/2016,780000.00
Glen Huntly,1/02/2017,542500.00
Glen Huntly,1/03/2017,1711000.00
Glen Huntly,1/04/2017,534750.00
Glen Huntly,1/05/2017,521250.00
Glen Huntly,1/06/2017,1880000.00
Glen Huntly,1/07/2017,450000.00
Glen Huntly,1/08/2017,442000.00
Glen Huntly,1/09/2017,590935.17
Glen Iris,1/04/2016,1732183.20
Glen Iris,1/05/2016,1784125.50
Glen Iris,1/06/2016,1499693.67
Glen Iris,1/07/2016,1326899.58
Glen Iris,1/08/2016,1668100.53
Glen Iris,1/09/2016,1724711.36
Glen Iris,1/10/2016,1556856.80
Glen Iris,1/11/2016,1688363.67
Glen Iris,1/12/2016,1672982.75
Glen Iris,1/02/2017,1672224.31
Glen Iris,1/03/2017,1829573.19
Glen Iris,1/04/2017,1464348.75
Glen Iris,1/05/2017,1707549.30
Glen Iris,1/06/2017,1926305.05
Glen Iris,1/07/2017,1090678.18
Glen Iris,1/08/2017,1707477.46
Glen Iris,1/09/2017,1485344.75
Glen Waverley,1/05/2017,1205484.00
Glen Waverley,1/06/2017,1467769.64
Glen Waverley,1/07/2017,1304300.88
Glen Waverley,1/08/2017,1220833.83
Glen Waverley,1/09/2017,1347853.08
Glenroy,1/04/2016,529840.50
Glenroy,1/05/2016,550736.20
Glenroy,1/06/2016,614375.25
Glenroy,1/07/2016,596834.86
Glenroy,1/08/2016,631961.54
Glenroy,1/09/2016,603749.65
Glenroy,1/10/2016,580401.38
Glenroy,1/11/2016,596749.55
Glenroy,1/12/2016,662719.33
Glenroy,1/02/2017,622790.00
Glenroy,1/03/2017,660114.59
Glenroy,1/04/2017,726074.88
Glenroy,1/05/2017,697748.38
Glenroy,1/06/2017,692158.53
Glenroy,1/07/2017,664565.44
Glenroy,1/08/2017,669541.67
Glenroy,1/09/2017,719345.48
Gowanbrae,1/04/2016,525000.00
Gowanbrae,1/05/2016,713134.00
Gowanbrae,1/06/2016,632500.00
Gowanbrae,1/07/2016,730000.00
Gowanbrae,1/08/2016,552000.00
Gowanbrae,1/09/2016,593185.33
Gowanbrae,1/11/2016,671250.00
Gowanbrae,1/12/2016,550000.00
Gowanbrae,1/02/2017,626000.00
Gowanbrae,1/03/2017,660333.33
Gowanbrae,1/04/2017,797000.00
Gowanbrae,1/05/2017,990000.00
Gowanbrae,1/06/2017,882500.00
Gowanbrae,1/07/2017,900000.00
Gowanbrae,1/08/2017,793000.00
Gowanbrae,1/09/2017,740000.00
Greensborough,1/05/2017,743113.75
Greensborough,1/06/2017,927545.45
Greensborough,1/07/2017,821384.57
Greensborough,1/08/2017,788774.21
Greensborough,1/09/2017,815647.76
Greenvale,1/05/2017,735239.43
Greenvale,1/06/2017,805050.00
Greenvale,1/07/2017,645951.33
Greenvale,1/08/2017,749000.00
Greenvale,1/09/2017,747562.44
Hadfield,1/04/2016,510000.00
Hadfield,1/05/2016,519400.00
Hadfield,1/06/2016,651289.88
Hadfield,1/07/2016,559000.00
Hadfield,1/08/2016,709193.25
Hadfield,1/09/2016,624363.67
Hadfield,1/10/2016,594666.67
Hadfield,1/11/2016,682988.23
Hadfield,1/12/2016,732431.67
Hadfield,1/02/2017,816296.00
Hadfield,1/03/2017,784591.00
Hadfield,1/04/2017,755000.00
Hadfield,1/05/2017,759693.25
Hadfield,1/06/2017,747295.50
Hadfield,1/07/2017,652971.63
Hadfield,1/08/2017,751886.50
Hadfield,1/09/2017,770000.00
Hallam,1/06/2017,640500.00
Hallam,1/07/2017,981250.00
Hallam,1/09/2017,661000.00
Hampton,1/04/2016,1567103.50
Hampton,1/05/2016,1465414.14
Hampton,1/06/2016,1410475.59
Hampton,1/07/2016,1273172.43
Hampton,1/08/2016,1756874.64
Hampton,1/09/2016,1863512.94
Hampton,1/10/2016,1176051.75
Hampton,1/11/2016,1866218.44
Hampton,1/12/2016,1570670.39
Hampton,1/02/2017,1390932.13
Hampton,1/03/2017,1531357.14
Hampton,1/04/2017,1289232.67
Hampton,1/05/2017,1718804.04
Hampton,1/06/2017,1493471.13
Hampton,1/07/2017,1621558.89
Hampton,1/08/2017,1858062.71
Hampton,1/09/2017,1989286.26
Hampton East,1/04/2016,1225000.00
Hampton East,1/05/2016,1124444.80
Hampton East,1/06/2016,852704.00
Hampton East,1/07/2016,1235000.00
Hampton East,1/08/2016,1107793.09
Hampton East,1/09/2016,1321112.00
Hampton East,1/10/2016,1117224.00
Hampton East,1/11/2016,1047537.33
Hampton East,1/12/2016,1118048.00
Hampton East,1/02/2017,951436.40
Hampton East,1/03/2017,669500.00
Hampton East,1/04/2017,976614.43
Hampton East,1/05/2017,1222651.00
Hampton East,1/06/2017,1078500.00
Hampton East,1/07/2017,1069556.00
Hampton East,1/08/2017,1185963.25
Hampton East,1/09/2017,1022772.29
Hampton Park,1/05/2017,561000.00
Hampton Park,1/06/2017,547000.00
Hampton Park,1/07/2017,511000.00
Hampton Park,1/08/2017,642833.33
Hawthorn,1/04/2016,1904850.60
Hawthorn,1/05/2016,1288945.47
Hawthorn,1/06/2016,1461775.19
Hawthorn,1/07/2016,890500.00
Hawthorn,1/08/2016,1576312.42
Hawthorn,1/09/2016,1365962.19
Hawthorn,1/10/2016,1359378.50
Hawthorn,1/11/2016,1145551.94
Hawthorn,1/12/2016,1527639.38
Hawthorn,1/02/2017,1593212.17
Hawthorn,1/03/2017,1586384.87
Hawthorn,1/04/2017,538238.36
Hawthorn,1/05/2017,1712910.91
Hawthorn,1/06/2017,1702392.56
Hawthorn,1/07/2017,870975.37
Hawthorn,1/08/2017,1392198.21
Hawthorn,1/09/2017,1483570.09
Hawthorn East,1/04/2016,1493283.75
Hawthorn East,1/05/2016,1741940.18
Hawthorn East,1/06/2016,1585629.67
Hawthorn East,1/07/2016,1461627.20
Hawthorn East,1/08/2016,1313671.61
Hawthorn East,1/09/2016,1543198.31
Hawthorn East,1/10/2016,1359361.70
Hawthorn East,1/11/2016,1366732.80
Hawthorn East,1/12/2016,1328237.33
Hawthorn East,1/02/2017,1134870.57
Hawthorn East,1/03/2017,2026561.25
Hawthorn East,1/04/2017,786827.09
Hawthorn East,1/05/2017,1518458.65
Hawthorn East,1/06/2017,1707913.31
Hawthorn East,1/07/2017,973999.80
Hawthorn East,1/08/2017,1201386.45
Hawthorn East,1/09/2017,1905782.63
Healesville,1/07/2017,650000.00
Heathmont,1/06/2017,835233.33
Heathmont,1/07/2017,987301.67
Heathmont,1/08/2017,1094250.00
Heathmont,1/09/2017,921518.57
Heidelberg,1/04/2016,780000.00
Heidelberg,1/05/2016,862451.83
Heidelberg,1/06/2016,1053375.00
Heidelberg,1/07/2016,1152500.00
Heidelberg,1/08/2016,765000.00
Heidelberg,1/09/2016,1026403.45
Heidelberg,1/10/2016,577344.00
Heidelberg,1/11/2016,992897.56
Heidelberg,1/12/2016,693289.00
Heidelberg,1/02/2017,1036122.33
Heidelberg,1/03/2017,717618.80
Heidelberg,1/04/2017,898436.43
Heidelberg,1/05/2017,848836.00
Heidelberg,1/06/2017,986519.50
Heidelberg,1/07/2017,1063443.00
Heidelberg,1/08/2017,807500.00
Heidelberg,1/09/2017,1097500.00
Heidelberg Heights,1/04/2016,652000.00
Heidelberg Heights,1/05/2016,648325.14
Heidelberg Heights,1/06/2016,653435.20
Heidelberg Heights,1/07/2016,677166.67
Heidelberg Heights,1/08/2016,854879.33
Heidelberg Heights,1/09/2016,716500.00
Heidelberg Heights,1/11/2016,705526.86
Heidelberg Heights,1/12/2016,751012.80
Heidelberg Heights,1/02/2017,812093.75
Heidelberg Heights,1/03/2017,878666.67
Heidelberg Heights,1/04/2017,713197.00
Heidelberg Heights,1/05/2017,782786.67
Heidelberg Heights,1/06/2017,747783.56
Heidelberg Heights,1/07/2017,740000.00
Heidelberg Heights,1/08/2017,829786.22
Heidelberg Heights,1/09/2017,836197.00
Heidelberg West,1/04/2016,713125.00
Heidelberg West,1/05/2016,557361.11
Heidelberg West,1/06/2016,531791.75
Heidelberg West,1/07/2016,440500.00
Heidelberg West,1/08/2016,570000.00
Heidelberg West,1/09/2016,684519.83
